genenames,CHASM,DawnRank,EntroRank,Intdriver,MA,MCGfinder,MaxMIF_HumanNet,MaxMIF_Influencegraph,MaxMIF_STRINGv10,Muf_max_HumanNet,Muf_max_STRINGv10,Muf_max_influencegraph,Muf_sum_HumanNet,Muf_sum_STRINGv10,Muf_sum_influencegraph,Music,NMTF,OncodriveClust,OncodriveFM,RME,SIFT,Subdyquency,Unicovex_PPR,Unicovex_influencegraph,activedriver,dendrix_frequency,dendrix_weight,diffusion,dndscv,dotsfinder,drivernet,polyphen-2,ncg_6,cgc,ccgs
KIAA1211,0,0,0,0,20319,0,11580,124,6429,804,4408,2527,378,261,472,111,123,989,6967,211,6428,0,0,0,684,0,0,0,264,239,0,9192,Y,N,N
LPHN3,0,0,0,0,1651,86,13650,11674,13765,15536,0,0,16270,0,0,56,85,0,0,197,0,0,0,0,1366,0,0,0,1755,91,0,0,N,N,Y
UGT2B4,0,0,1974,0,1483,0,1566,1009,2075,1375,4126,3368,1150,1269,1378,1105,0,4449,2800,0,652,0,0,0,0,1572,1732,0,13913,985,0,473,N,N,N
ADAMTS3,0,0,2916,0,3565,0,580,1128,1128,750,2483,852,548,811,953,1168,0,2866,6069,0,7958,0,0,0,0,0,0,0,1820,719,0,9088,N,N,N
ACOX3,0,0,2519,0,574,0,2065,1388,1412,3878,6295,3054,2299,1990,2791,6304,0,1768,940,0,671,0,907,741,2549,0,0,0,6015,2568,0,149,N,N,N
PCDHB7,0,522,215,0,104,0,11719,240,7892,1350,5003,781,766,488,287,228,0,4512,2210,0,9287,80,0,0,1367,0,0,391,8140,0,0,7405,N,N,N
PCDHB11,0,494,253,0,19,0,11763,301,6178,1529,5339,822,870,602,310,416,0,2648,2536,0,7893,190,0,0,1368,0,0,532,1126,0,0,7075,N,N,N
PCDHGA5,0,0,0,0,278,0,12160,1687,6237,4546,7703,7286,3018,2173,2457,579,0,3303,0,0,13198,0,0,0,1369,0,0,0,744,0,0,0,N,N,N
ARHGEF37,0,0,0,0,12806,0,6359,5093,11364,4944,12533,10503,5452,6767,5525,6545,0,679,117,0,44,0,0,0,0,0,0,0,6336,2801,0,3337,N,N,N
ANXA6,0,0,6477,0,5223,0,5318,5954,1894,8156,2362,2672,11891,9378,5210,11212,0,0,7708,0,7549,0,5240,3947,1370,0,0,0,15047,13240,0,492,N,N,N
NKX2-5,0,511,8154,0,15866,0,1664,1854,1349,3896,1484,5048,4635,2512,3691,2938,0,0,1664,0,259,0,4898,3710,1371,1305,422,0,6674,6277,0,6267,N,N,N
DRD1,0,0,6332,0,20689,0,3433,6288,13179,5197,16236,2738,6585,13626,2724,5080,0,3450,0,0,0,0,5269,4198,1372,1398,1461,0,17701,5965,0,11885,N,N,Y
SFXN1,0,0,4331,0,58509,0,8334,5817,8132,9832,11389,7503,7809,7331,7755,22112,0,0,0,0,646,0,0,0,0,0,0,0,5682,0,0,0,N,N,N
FGFR4,0,0,1674,0,43365,0,1993,6787,3738,1191,2032,856,1094,2074,3200,8566,0,1690,2616,0,3966,0,1182,1004,992,0,0,0,13987,6650,0,5059,Y,N,Y
GRM6,0,0,665,0,5049,0,216,151,362,1075,3550,1892,1556,1390,2490,3782,0,1478,6426,0,7704,763,0,0,0,0,0,649,16945,2399,0,8121,N,N,N
PRDM9,239,0,2828,120,3788,0,3866,103,2150,525,2147,1738,162,117,322,29,88,3911,8540,110,10950,0,0,0,0,0,0,0,1963,93,0,2611,Y,N,Y
C6,60,0,1466,0,2733,518,1305,1710,2528,1340,4423,2342,534,1353,979,2049,0,4949,2194,0,663,315,461,362,4853,0,0,0,10383,956,0,565,N,N,N
BHMT,0,0,0,0,9919,0,3827,3982,6375,4758,6767,10085,6021,4267,5382,1991,0,3338,2020,0,13552,0,0,0,4133,0,0,0,4618,3275,0,5506,N,N,N
MSH3,0,0,6848,0,6696,0,2280,6662,2333,4356,1233,6792,3260,3770,6647,7973,0,1883,5447,0,11928,0,3047,2267,1373,1192,1231,0,14354,5262,0,633,Y,N,Y
POLR3G,0,0,7171,0,30167,0,3901,9218,5155,5525,5617,5999,7522,13898,9335,13193,0,0,7383,0,7967,0,0,0,1374,0,0,0,17826,13906,0,9764,N,N,N
GRIK2,0,0,858,0,5233,376,213,816,1049,673,2882,1369,342,367,810,334,0,1863,8632,0,12241,243,179,158,1375,0,0,847,3184,267,0,1108,N,N,N
LAMA4,0,0,489,97,3598,190,1413,1136,5821,1059,4347,1409,727,606,628,3139,0,3954,0,0,4825,0,317,260,1376,0,0,0,3815,588,0,0,N,N,Y
PLG,0,0,337,0,105,456,894,1050,91,760,8906,1762,385,1510,477,1392,0,2644,860,0,6344,240,385,316,1377,0,0,0,1076,856,0,11192,N,N,N
MPC1,0,0,4777,0,0,0,6758,9223,9452,8057,12411,15473,9184,14554,14268,4541,0,0,0,0,5747,0,0,0,0,954,729,0,12724,11712,0,3333,N,N,N
OR2B3,0,0,2217,0,1832,0,12846,6109,13162,9303,13854,6136,7103,7129,5261,5351,0,0,7710,0,11749,1106,0,0,0,0,0,0,10927,7371,0,320,N,N,N
CCHCR1,0,0,0,0,18059,0,7731,3920,8903,7643,12811,11343,8244,7989,6911,7390,0,4364,0,0,9411,0,3562,0,1378,0,0,0,5706,3046,0,0,N,N,N
TEAD3,0,0,8943,0,4942,0,7847,9214,4059,9411,5577,6269,7606,5066,5751,13906,0,0,0,0,0,0,5565,4705,4367,0,0,0,18113,9471,0,0,N,N,N
DST,597,0,731,156,1880,79,365,186,471,362,2094,722,157,106,229,1794,97,1488,0,203,0,0,38,32,1302,0,0,0,3917,85,0,0,N,N,Y
F13A1,0,0,889,0,8598,144,278,196,592,551,1932,1440,292,348,555,1126,0,3099,0,12,7137,0,241,212,1379,0,0,0,4955,652,0,0,N,N,Y
CGA,0,0,1976,0,19048,0,6162,5309,13089,4694,4830,2775,5466,5848,1092,6092,0,0,4335,0,635,0,3160,2706,6405,0,0,0,18859,12821,0,10510,N,N,N
UBE2J1,0,135,2406,0,57194,0,8626,2279,544,6576,901,5469,4735,2023,3376,4935,0,0,442,0,13538,0,1196,886,7588,0,0,0,2282,6102,0,12394,N,N,N
CTTNBP2,0,0,0,0,8210,143,8519,828,2086,1628,2316,4127,998,458,1066,6788,0,1373,831,0,6234,0,268,0,1380,0,0,0,3235,396,0,4998,N,N,N
SPAM1,0,0,0,0,2949,0,12021,978,118,3808,449,6601,2475,1320,2058,557,0,172,0,0,7068,0,543,0,1381,0,0,0,5039,841,0,0,N,N,N
OR2A5,0,0,1989,0,3840,0,12186,1833,1570,7793,4643,5753,5730,1747,4217,1220,0,2732,8422,0,11477,756,0,0,0,1759,1539,0,1703,2034,0,11009,N,N,N
OR2A14,0,0,1726,0,1005,0,12252,2327,1817,5443,3989,4782,3704,1169,2852,584,0,1797,1958,0,664,514,0,0,0,0,0,0,5593,1335,0,2274,N,N,N
SSPO,0,0,0,0,56652,122,11446,80,12566,0,0,0,0,0,0,338,69,0,0,132,0,0,55,0,1382,0,0,0,0,13049,0,10400,N,N,N
GIMAP8,0,0,0,0,8853,0,1091,1411,4124,1356,4164,5047,1242,1046,1341,734,0,137,3872,0,685,0,0,0,0,0,0,0,3867,929,0,9702,N,N,N
AMZ1,0,0,0,0,30705,0,12898,6438,10057,12881,10778,12144,10817,8723,8621,11188,0,0,2898,0,8254,0,0,0,0,0,0,0,18420,9220,0,4041,N,N,N
ABCA13,0,0,0,0,8448,0,7690,50,1317,529,1539,1795,213,100,292,231,80,2085,0,102,11714,0,0,0,1383,0,0,0,6578,48,0,0,N,N,N
KLHL38,0,313,3498,0,5601,0,11741,277,3088,5437,6155,7282,3697,2943,2878,1149,0,3582,2359,0,7617,0,767,681,0,0,0,0,991,1076,0,5424,N,N,N
CSMD1,699,0,0,0,527,11,149,22,12482,101,1652,1091,51,31,113,50,18,641,3303,134,13440,0,0,0,0,0,0,0,6947,19,0,9363,N,N,Y
WRN,0,0,380,0,180,0,40,776,52,87,51,86,3387,1271,2133,2935,0,3811,7877,0,7618,0,976,730,1384,0,0,0,1588,819,0,8343,N,N,Y
ANK1,0,0,106,0,3540,106,12,212,68,8,4411,607,158,264,231,485,125,2841,0,41,0,52,58,49,1385,0,0,254,3100,174,0,0,N,N,N
RP1,0,0,3198,0,10303,393,710,425,1920,8632,10058,12941,13407,12755,15047,1140,0,3126,3579,0,6161,0,0,0,1386,0,0,0,14053,312,0,6618,N,N,N
PREX2,0,0,4778,0,15621,346,3951,390,1279,1584,8348,5075,1231,1235,1343,6871,0,4820,7397,0,9329,0,147,113,1387,0,0,0,16652,859,0,8819,N,N,Y
ZFHX4,0,0,0,0,900,0,486,20,310,29,864,633,13,9,55,6,7,4242,0,33,13564,0,0,0,33,0,0,0,343,7,0,0,Y,N,Y
TMEM55A,0,0,6708,0,22338,0,8671,9213,9552,13302,10450,0,14495,14647,0,5228,0,0,0,0,0,0,0,0,0,0,0,0,474,6603,0,0,N,N,N
KCNS2,0,427,3633,0,1546,0,8600,3622,1922,7630,13826,7746,4739,7101,5117,545,0,129,2854,0,6298,0,1498,1296,1388,0,0,0,1838,1228,0,2834,N,N,N
OR13D1,0,0,2465,0,1704,0,4282,2109,1712,7657,5451,6426,6981,2420,6517,3074,0,2427,8562,0,11223,0,0,0,0,0,0,0,13485,5475,0,10902,N,N,N
PTPN3,0,0,2206,0,6535,0,3750,3335,4513,2882,6497,1754,1384,3193,3950,4334,0,4578,5470,0,13542,0,1118,1067,3177,0,0,0,7805,1777,0,695,N,N,Y
KIAA0368,0,0,0,0,16790,0,8915,5675,3377,16975,5342,0,16928,8667,0,7920,0,0,0,0,0,0,1274,0,1389,0,0,0,18320,3492,0,0,N,N,N
OR1K1,0,0,4404,0,48355,0,8142,7885,4451,9534,6350,8059,9863,3355,10377,4950,0,0,2076,0,6251,0,0,0,1390,0,0,0,15612,10721,0,3446,N,N,N
RC3H2,0,0,0,0,11779,0,10717,4647,6802,7892,10627,10054,5527,4882,5371,7578,0,3845,7676,0,5996,0,947,0,1391,0,0,0,6498,2073,0,9589,N,N,N
FRMPD1,372,0,0,0,23700,373,3588,323,1620,1627,4272,4762,661,803,1193,6803,0,1567,7919,0,6163,0,254,0,0,0,0,0,18401,579,0,10753,N,N,N
VPS13A,874,0,3160,0,11182,504,2397,467,1931,1097,7896,4133,928,1022,1149,6807,0,1323,8626,0,11833,0,237,213,1392,0,0,0,8908,525,0,2278,N,N,N
FAM75D1,0,0,0,0,0,0,13516,10843,13667,0,0,0,0,0,0,174,160,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
PTPRD,18,0,2314,49,622,36,131,35,12527,175,2278,1061,72,63,159,55,38,231,5,98,590,15,0,0,1393,0,0,0,791,33,145,4664,Y,Y,Y
IARS,0,0,809,0,389,420,1295,1674,2241,1230,2334,3410,821,599,1132,7057,0,1993,5427,0,10042,0,326,277,1394,0,0,0,6253,1691,0,8509,N,N,N
BCORL1,0,0,3513,0,21751,0,476,575,12637,1270,10134,5378,1467,2284,1957,6810,0,4814,0,0,0,0,0,0,1395,0,0,0,2702,657,0,0,Y,N,N
GPR112,0,0,0,0,14586,0,13392,10012,13563,0,0,0,0,0,0,41,23,0,0,158,0,0,0,0,1396,0,0,0,6761,20,0,0,N,N,Y
POLA1,0,0,375,0,4709,0,106,1103,278,192,875,3338,2189,1530,1873,7554,0,3083,6989,0,8881,825,686,563,1397,0,0,0,8509,3203,0,517,N,N,Y
MAGEB6,0,0,0,0,16824,0,12191,1882,5895,6551,6615,9079,4612,2210,3614,1676,0,4212,2601,0,1041,0,741,0,0,0,0,0,8649,2651,0,6012,N,N,N
KDM5C,0,0,1659,0,2908,0,2398,1223,1874,2520,4090,2687,2651,983,1887,1226,0,2542,1098,0,13562,646,0,0,1006,936,468,777,588,858,0,5484,Y,N,Y
ZNF711,0,0,0,0,1009,0,6755,1142,4905,4041,11523,7619,3314,3577,2894,829,0,3090,3314,0,7439,0,0,0,1398,0,0,0,1142,1135,0,6491,N,N,N
CHM,0,0,301,0,6567,0,1656,496,1538,3361,5507,1587,3080,1907,282,2181,0,538,2995,0,5090,590,957,809,1399,0,0,0,4289,1868,0,6243,N,N,N
PCDH11X,0,0,74,0,1463,0,11550,114,1618,497,1450,628,200,68,135,24,75,223,0,193,0,32,0,0,0,0,0,21,39,54,0,5992,Y,N,Y
FAM5B,0,0,0,0,14479,0,13802,12483,13874,8960,10958,0,12509,12911,0,905,0,0,0,19,0,0,0,0,0,0,0,0,0,437,0,0,N,N,N
IARS2,0,0,0,0,502,0,3583,3225,12877,2892,4379,9452,1786,3200,4384,5914,0,857,0,0,0,0,0,0,6412,0,0,0,1495,2379,0,6370,N,N,N
GBP4,0,0,0,0,5314,0,9917,3490,9071,6032,8930,8729,4387,3018,3550,1172,0,4538,7892,0,11397,0,0,0,0,0,0,0,651,1537,0,8268,N,N,N
NEBL,0,0,0,0,4781,0,4510,2330,1069,3916,1073,8941,2618,3342,3589,3123,0,1165,1477,0,12722,0,1050,0,2220,0,0,0,992,1198,0,5093,N,N,Y
CYBASC3,0,0,0,0,58466,0,14426,14151,14438,16755,14759,0,15880,16421,0,3850,0,0,0,0,0,0,7189,0,0,0,0,0,0,12096,0,0,N,N,N
SLX4,0,0,928,0,0,0,12061,1169,2830,9246,5048,2568,7042,3716,2634,3921,0,0,0,0,13553,0,1412,1114,4721,0,0,0,3382,4583,0,1747,N,N,Y
CDK12,0,0,799,0,33418,0,900,1051,1499,1705,1748,5010,1105,1844,3199,6238,0,1620,9204,0,13540,0,662,549,849,0,0,0,569,2001,0,11116,Y,N,Y
LINC00478,0,0,0,0,0,0,14342,14067,14354,0,0,0,0,0,0,2856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
ITPR1,0,0,905,0,3303,0,71,4934,1089,18,936,896,442,1436,906,4479,0,0,0,0,0,1003,468,378,4760,0,0,0,5416,2255,0,0,N,N,N
FAM131B,0,0,1547,0,17429,0,11656,2369,5456,5298,7326,699,3596,1905,2601,512,0,1992,6893,0,6972,559,0,0,3446,0,0,652,32,1799,0,9897,N,N,N
MCM7,0,0,8774,0,292,0,4187,8840,3348,3939,1282,4900,3291,2754,4929,5298,0,0,1543,0,12232,0,4676,3799,929,179,292,0,2165,3919,0,764,N,N,Y
VCAM1,0,0,610,0,2390,479,952,1252,805,852,1172,1467,707,467,1082,811,0,2811,174,0,705,401,431,312,1507,0,0,0,783,659,0,11882,N,N,N
UBE2J2,0,0,3708,0,36679,0,6700,10202,9879,8760,15922,8771,10192,13313,9838,14134,0,0,0,0,690,0,3090,2695,0,0,0,0,17536,9694,0,0,N,N,N
HNRNPCL1,0,0,0,0,0,0,12259,2348,1053,9209,9755,10104,7001,2360,5393,563,0,0,0,0,11566,0,1513,0,0,0,0,0,6444,2331,0,7352,N,N,N
SEC22B,0,119,0,0,58622,0,5708,8284,13390,0,0,0,0,0,0,2456,0,0,0,0,0,0,4746,3301,0,0,0,0,0,0,0,0,N,N,N
ATAD3A,0,0,4489,0,100,0,5052,7078,3965,5090,1919,12395,6888,8070,10568,11283,0,0,6357,0,687,0,0,0,0,0,0,0,3110,10682,0,2653,N,N,N
FLG,0,505,270,23,10906,7,2561,28,253,94,634,608,25,10,56,11,13,2344,374,104,5011,7,0,0,49,0,0,0,696,11,0,6463,Y,N,N
KPRP,708,0,0,0,19518,0,12178,1801,12751,3825,3090,6897,2492,1495,2084,1544,0,887,0,0,0,0,0,0,1648,0,0,0,4682,1399,0,6382,N,N,N
ATP8B2,0,0,4067,0,81,0,6008,4150,6751,6658,10059,10112,7720,3273,6296,3628,0,1043,0,0,222,0,0,0,1400,0,0,0,3061,3474,0,0,N,N,N
DCST2,0,0,0,0,14875,0,6621,7349,11402,12093,12943,14195,9153,12334,11599,11847,0,0,8744,0,9273,0,0,0,0,0,0,0,9711,10227,0,1382,N,N,N
INSRR,395,267,1315,0,58578,563,630,1447,1723,643,2333,1957,584,351,1630,1427,0,4087,2457,0,618,0,0,0,1654,0,0,0,1501,663,0,7212,N,N,Y
FCRL2,0,0,0,0,718,0,419,556,4460,874,8006,6499,1355,1763,2047,1387,0,2771,4321,0,9608,0,689,0,0,0,0,0,1839,1114,0,6036,N,N,N
OR10J3,0,0,1428,0,519,0,12028,1028,1095,3221,3316,3734,2029,645,1723,424,0,4887,459,0,8785,379,0,0,0,0,0,0,3427,1041,0,3951,N,N,N
OR10J1,0,0,2218,0,9432,0,12461,3662,2408,9217,5021,5970,7009,1815,5251,971,0,5007,2933,0,6252,1043,0,0,0,1197,595,0,11355,4346,0,5076,N,N,N
TAGLN2,0,0,0,0,58631,0,4026,4997,6505,5484,15134,12114,4211,10933,8600,13870,0,0,0,0,709,0,0,0,0,0,0,0,915,12755,0,0,N,N,N
RPL31P11,0,0,0,0,0,0,12702,5256,13082,0,0,0,0,0,0,983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
NOS1AP,0,0,6895,0,47481,0,2804,7039,5361,2025,2945,4481,3907,282,7938,5893,0,0,1706,0,3146,0,2856,2368,5925,0,0,0,3328,4479,0,5137,N,N,N
METTL13,0,0,0,0,6471,0,5815,4283,5978,14560,5846,0,13991,16367,0,8767,0,0,0,0,0,0,3294,0,1401,0,0,0,13422,5619,0,0,N,N,N
CROCC,867,0,4779,0,16725,0,9268,4449,7584,6713,5865,9543,5571,3625,4415,7184,0,729,0,0,11281,0,0,0,1402,0,0,0,19571,3090,0,0,N,N,N
TNR,520,0,274,0,659,20,173,123,12584,157,1198,694,106,49,169,57,41,215,7266,182,10055,27,32,27,1403,0,0,0,2112,65,0,7901,N,N,Y
HMCN1,706,0,0,0,400,0,264,29,1433,287,1492,1603,144,72,220,422,62,931,4071,215,11911,0,0,0,1404,0,0,0,5137,30,0,2282,N,N,N
PRG4,418,0,0,0,4676,586,69,1268,3054,54,3337,6004,1537,1077,1759,6841,0,2636,225,0,616,0,405,0,738,0,0,0,14531,971,0,12201,N,N,N
PAX7,244,0,2383,0,6888,0,3074,5465,3124,5187,1698,7324,5287,2072,5078,6484,0,0,4334,0,622,0,2262,2013,0,0,0,0,1630,7055,0,10562,N,N,Y
TAS1R2,0,457,2391,0,9915,0,8542,1865,3440,2829,4921,5321,1832,994,1670,3599,0,1745,5026,0,8784,330,0,0,0,0,0,0,11780,2276,0,9938,N,N,N
LRRN2,0,0,0,0,13517,0,2679,1360,12714,1701,10148,6963,2253,2298,2091,892,0,653,8816,0,7267,0,0,0,1405,0,0,0,364,881,0,273,N,N,N
CENPF,0,0,51,0,16596,235,932,322,503,639,1133,1067,277,287,532,394,185,4426,0,232,691,78,123,96,2,0,0,718,16292,275,0,0,N,N,N
USH2A,0,0,0,0,770,8,125,18,113,33,518,658,15,8,61,7,9,3191,0,83,0,0,0,0,185,0,0,0,3752,8,0,6607,N,N,Y
EPRS,0,0,1404,0,307,0,1167,1753,1411,1826,2841,3307,1638,390,1433,6959,0,1912,6632,0,12456,0,1023,808,1406,0,0,0,1367,1489,0,486,Y,N,N
USP48,0,0,3709,0,13839,0,8417,2610,2761,6017,2317,8890,4493,3466,4271,7645,0,860,8124,0,9815,0,0,0,1407,0,0,0,13261,4103,0,1668,N,N,N
TAF1A,0,0,678,0,28987,0,352,5951,1614,127,975,4924,5447,5231,3781,5251,0,0,6250,0,6121,0,2575,1792,1408,0,0,0,3245,4658,0,8989,N,N,N
SDE2,0,123,4780,0,0,0,10761,7621,8399,11839,7802,9436,9599,6906,8341,10599,0,0,0,0,6269,0,0,0,1409,0,0,0,13398,7679,0,3141,N,N,N
SIPA1L2,0,0,3064,96,4340,0,2731,510,3544,1044,3540,3641,612,485,927,1505,0,4029,828,0,7987,0,116,92,1410,0,0,0,4371,261,0,4608,N,N,N
MTR,0,0,2792,0,1776,0,764,869,2259,1309,2475,6834,923,1316,1882,6910,0,117,981,0,11168,0,0,0,1411,0,0,0,14142,1209,0,7524,N,N,N
RYR2,780,0,14,9,3044,4,3,7,6,3,2,6,6,6,31,4,4,236,2812,40,9229,4,5,5,549,0,0,908,2245,5,0,10297,N,N,Y
CNR2,0,0,3112,0,51847,0,12934,6619,3693,12924,15208,7989,10860,11007,8265,3400,0,0,1443,0,679,1499,0,0,3845,0,0,351,19127,8387,0,3054,N,N,N
OR2T33,0,0,1243,0,1072,0,11921,602,823,1958,2870,2853,1184,406,1168,83,0,183,5314,0,10250,216,0,0,0,0,0,0,824,389,0,6314,N,N,N
MATN1,0,235,6053,0,25263,0,6455,7879,4658,7906,4709,6911,10401,9994,10139,12710,0,0,4159,0,7136,0,0,0,0,0,0,0,15626,11306,0,6613,N,N,N
ZMYM1,0,0,0,0,15591,0,2630,5337,9054,3378,11285,12827,6406,9048,9086,11001,0,0,1811,0,276,0,0,0,1412,0,0,0,14344,10408,0,8777,N,N,N
C1orf216,0,0,0,0,58543,0,9634,10996,10021,0,0,0,0,0,0,15118,0,0,0,0,666,0,6582,0,0,0,0,0,11104,0,0,0,N,N,N
ATP6V0B,0,0,3950,0,26625,0,7258,9322,9535,10483,16069,8398,9268,13459,7686,11304,0,0,0,0,5560,0,0,0,0,0,0,0,19078,12728,0,5155,N,N,N
TCTEX1D1,0,0,0,0,3276,0,12789,5777,6609,7714,8541,9444,5650,3497,4382,2056,0,4397,3397,0,7087,0,2044,0,0,0,0,0,433,2730,0,4417,N,N,N
LPHN2,0,0,0,0,4212,137,13660,11766,13779,13148,10591,0,16576,8278,0,1032,127,0,0,204,0,0,0,0,1055,0,0,0,8248,235,0,0,N,N,N
PLEKHN1,0,0,0,0,28458,0,13536,10990,11744,16516,12840,15289,15635,12778,14098,13164,0,0,0,0,9091,0,6450,0,1413,0,0,0,17524,13299,0,0,N,N,N
RPAP2,0,0,6863,0,20801,0,8632,10987,13684,10769,16737,8904,10185,15669,10479,13455,0,0,0,0,0,0,0,0,1414,0,0,0,17102,10142,0,5247,N,N,N
C1orf200,0,0,0,0,0,0,14267,13992,14279,0,0,0,0,0,0,9488,0,0,0,0,0,0,0,0,0,0,0,0,12494,10203,0,0,N,N,N
ABCC2,0,0,6169,0,341,0,2781,2117,2205,2930,2121,6975,1857,1803,5156,9274,0,0,5491,0,10845,0,910,736,1415,0,0,617,6020,7992,0,2091,N,N,N
NEURL,0,0,0,0,17396,0,14361,14086,14373,10458,6126,10083,5104,5151,14818,5888,0,0,0,0,0,0,5552,0,0,0,0,0,0,6634,0,0,N,N,N
WDR37,0,0,3228,0,31130,0,6286,7456,10437,6800,11169,8970,7526,8537,7189,10951,0,0,7061,0,8759,0,3117,2290,1416,0,0,0,15684,8554,0,11520,N,N,Y
ADAM12,0,0,3204,0,1062,0,382,3232,752,1860,13740,4119,754,7015,4992,7339,0,2479,3387,0,707,1366,1220,997,0,0,0,0,10240,2590,0,167,N,N,Y
KNDC1,0,0,0,0,17228,0,3828,1633,872,2869,6556,6902,1522,1577,2085,6836,0,529,0,0,0,0,0,0,570,0,0,0,6211,733,0,5810,N,N,Y
ARMC3,0,0,0,0,6917,0,1228,976,5871,873,5338,4819,580,669,1195,461,0,5013,2072,0,13548,0,0,0,3659,0,0,0,1549,368,0,6333,N,N,N
FBXO18,0,0,2607,0,8608,0,5090,3548,3340,14556,6744,0,14924,8494,0,7850,0,0,0,0,0,0,1777,1461,1417,0,0,0,9288,3402,0,0,N,N,Y
PSAP,0,0,4781,0,28070,0,2660,8892,1672,3195,709,8022,3591,10126,7437,10484,0,0,0,0,0,0,6119,4723,0,0,0,0,13733,8547,0,484,N,N,N
USP54,0,0,0,0,23034,0,5477,3706,7270,7326,13792,10770,4622,7067,5617,7646,0,1595,8060,0,6360,0,1144,0,1418,0,0,0,9675,2722,0,10810,N,N,N
ITIH2,0,0,0,0,6484,262,802,784,2843,665,4966,5110,619,623,1346,913,0,146,2424,0,10417,0,413,0,1419,0,0,0,12168,728,0,10552,N,N,Y
PLCE1,0,0,146,0,17240,688,387,999,12677,1063,343,657,1234,597,485,6821,0,4793,3751,0,661,160,151,109,474,0,0,857,801,598,0,9077,Y,N,Y
PIK3AP1,0,0,864,0,25007,0,3837,2612,1119,2096,4509,2172,1214,2250,2183,7276,0,2717,251,0,346,567,814,594,1420,0,0,0,19948,2171,0,6537,N,N,Y
DSCAML1,0,0,0,0,1122,220,396,595,2388,680,3569,3957,606,370,943,2670,0,1222,152,0,615,0,146,0,2614,0,0,0,4900,645,0,3216,N,N,Y
TECTA,0,0,3605,0,8657,0,1843,433,1209,1461,1842,4001,791,689,1485,2288,0,2658,6840,0,8199,0,0,0,0,0,0,0,4181,546,0,283,N,N,Y
SORL1,0,0,1111,0,3959,0,161,1020,2982,413,2588,3282,883,776,1794,2865,0,4901,9212,0,12517,0,494,403,1421,0,0,0,11749,669,0,2080,N,N,Y
TEAD1,0,0,1696,0,4548,0,2930,7097,13265,3790,15286,5324,4669,11085,6442,10791,0,0,0,0,0,0,4600,3839,1207,0,0,0,15979,6945,0,705,N,N,N
PLEKHA7,0,0,2709,0,12566,0,12120,1470,2335,6537,3078,4706,4597,3338,3126,2537,0,2907,1535,0,11274,0,0,0,197,0,0,0,1026,1018,0,4495,N,N,N
ABCC8,0,0,1886,0,4462,0,806,3831,2589,1101,2534,875,1056,887,1128,7007,0,4709,7217,0,10449,992,530,419,0,0,0,618,20014,1948,0,8145,N,N,N
NELL1,0,0,3948,0,6153,570,426,1218,3301,783,4445,3027,1078,917,1498,241,0,3591,15,0,595,0,294,244,0,0,0,0,1426,279,0,12198,N,N,Y
FIBIN,0,0,0,0,40011,0,7100,3230,10273,5645,10907,9402,5214,4648,4371,1622,0,2197,5230,0,7513,0,0,0,1422,591,1580,0,8196,6293,0,5711,N,N,N
OR51D1,0,0,1429,0,2712,0,11980,808,962,3218,3314,3578,2026,658,1715,760,0,2785,3781,0,623,433,0,0,0,0,0,0,6604,1709,0,1921,N,N,N
OR5A2,0,0,1990,0,870,0,12425,3457,2325,7783,4637,5647,5720,1678,4205,731,0,1438,4219,0,8706,1088,0,0,0,0,0,0,243,2394,0,11733,N,N,N
MS4A4A,0,0,0,0,7252,0,2579,1790,6936,2693,10056,9586,3444,3489,4427,1153,0,3470,282,0,5763,0,1395,0,0,0,0,0,5568,4224,0,12221,N,N,N
TUT1,0,0,7181,0,31953,0,10151,9201,5782,14696,11409,6037,13130,9063,10289,9151,0,3962,1056,0,5074,0,0,0,775,0,0,0,15053,5577,0,11793,N,N,N
SLC22A11,0,0,0,0,4162,0,7617,8079,8582,7359,15409,12613,8515,11208,8939,5412,0,1867,72,0,177,0,2306,0,0,0,0,0,4306,3396,0,3712,N,N,N
EHBP1L1,0,0,0,0,40185,0,12819,5939,5436,14763,6600,13996,13197,7571,11451,8507,0,3395,2949,0,6442,0,0,0,1423,0,0,0,12229,6407,0,3436,N,N,N
OR2AG1,0,0,1622,138,3415,578,5246,1509,1406,2625,3736,4370,2314,916,2381,6626,0,0,719,0,682,417,0,0,0,547,1649,0,1592,9748,0,4103,N,N,N
MYEOV,0,0,0,0,52865,0,12347,2968,6569,11000,10716,11315,8782,6716,6893,5268,0,399,7648,0,9205,0,0,0,0,0,0,0,826,4061,0,11513,N,N,N
PRKRIR,0,0,0,0,18589,0,14271,13996,14283,5649,1200,12025,8183,15040,15424,5365,0,0,0,0,0,0,1614,0,1424,282,1690,0,1294,3427,0,0,N,N,N
GAS2L3,0,0,4337,0,5549,0,12470,3733,8534,7787,13080,6781,5724,5638,3924,5010,0,3015,2936,0,9733,0,0,0,1425,0,0,0,5850,2603,0,4590,N,N,N
MYO1H,0,0,0,0,347,0,12368,3098,12865,9203,7993,10019,6995,3282,5356,2605,0,914,0,0,11991,0,0,0,1426,0,0,0,2824,1560,0,0,N,N,N
