genenames,CHASM,DawnRank,EntroRank,Intdriver,MA,MCGfinder,MaxMIF_HumanNet,MaxMIF_Influencegraph,MaxMIF_STRINGv10,Muf_max_HumanNet,Muf_max_STRINGv10,Muf_max_influencegraph,Muf_sum_HumanNet,Muf_sum_STRINGv10,Muf_sum_influencegraph,Music,NMTF,OncodriveClust,OncodriveFM,RME,SIFT,Subdyquency,Unicovex_PPR,Unicovex_influencegraph,activedriver,dendrix_frequency,dendrix_weight,diffusion,dndscv,dotsfinder,drivernet,polyphen-2,ncg_6,cgc,ccgs
TMEM123,0,0,0,0,38853,0,10744,8569,11631,15195,15929,14900,13962,14027,13287,22981,0,0,0,0,2107,0,6471,0,0,0,0,0,10577,13312,0,0,N,N,Y
DGKZ,0,0,6746,0,359,0,2317,4691,2376,2253,5079,3358,3287,5402,5493,6148,0,0,4810,0,12758,0,2043,2025,4533,0,0,0,2133,5131,0,859,N,N,Y
OR52A5,0,0,1993,0,2275,0,11678,3878,2810,8819,6313,6829,6537,2679,4700,997,0,851,1217,0,2073,0,0,0,0,0,0,0,9904,3294,0,5509,N,N,Y
SPTBN2,0,0,119,0,3075,192,1489,486,1122,1142,4193,1319,626,399,652,2769,0,2011,82,0,2170,309,291,208,597,0,0,0,3921,507,0,10266,Y,N,N
OR2D2,0,0,5994,0,13876,0,8657,6888,4181,11417,7144,8559,4946,5258,8747,5576,0,0,5816,0,9093,1886,0,0,0,0,0,0,15166,11210,0,7106,N,N,N
CLPB,0,0,0,0,17459,0,2268,1890,3514,2816,8221,11470,7071,2158,6877,5749,0,0,7072,0,8146,0,1972,0,3302,0,0,0,5240,2549,0,8533,N,N,N
POLD3,0,0,2882,0,9306,0,2612,4838,4906,6487,4171,2348,8363,9329,7305,6525,0,3541,5710,0,7659,0,4500,3104,1228,0,0,0,4260,4505,0,908,N,N,Y
ST5,0,0,0,0,5817,372,3027,439,2761,2143,5540,6531,1477,908,1421,7367,0,1159,1882,0,2088,0,289,0,4572,0,0,0,5060,628,0,5135,N,N,N
MAPKAPK5,0,0,7827,0,21284,0,5776,8591,12592,8126,16190,266,4678,14515,7571,11466,0,0,0,0,0,0,6795,4640,3303,0,0,0,18221,10806,0,9420,N,N,Y
SLC2A13,0,0,0,0,386,0,5426,5010,8498,7482,10473,11597,5649,5787,6954,1216,0,0,7679,0,11675,0,0,0,3304,0,0,0,3015,4161,0,1656,Y,N,Y
PROZ,0,0,5175,0,34606,0,7855,8582,8379,13658,11922,11157,13310,12255,11174,12031,0,0,0,0,4795,0,5319,3970,0,0,0,0,18631,12071,0,2762,N,N,N
SALL2,0,0,4393,0,7143,0,2149,7476,12467,3101,3734,10073,3120,8188,8876,9473,0,0,0,0,0,1824,4381,3330,3307,0,0,587,11671,5148,0,0,N,N,N
HECTD1,0,0,4394,0,9770,500,766,425,1816,1700,3098,3416,684,1046,2126,7341,0,532,0,0,0,0,482,419,45,0,0,0,3445,976,0,0,N,N,N
NDNL2,0,0,0,0,15411,0,13265,13184,13265,16811,11765,9919,16129,16021,14352,1136,0,0,0,0,0,0,0,0,3308,0,0,0,4089,4174,0,0,N,N,N
NTRK3,0,0,951,0,17568,0,1681,3317,1565,3223,1703,3994,1928,1137,2458,7350,0,780,3912,0,2079,804,1052,898,3516,0,0,0,13228,825,0,9308,N,N,Y
OTOA,0,0,5384,0,12219,0,11994,6266,8538,11156,8302,8519,8897,4794,6319,8264,0,2186,0,0,2097,0,0,0,5493,0,0,0,13756,5394,0,0,N,N,N
IKZF3,0,0,1638,0,13975,0,1496,4049,2456,3372,14729,2096,4879,8954,4511,11200,0,0,0,0,0,0,2272,1541,3864,0,0,0,14585,13108,0,4340,Y,N,Y
PRCD,0,0,0,0,38860,0,12330,8583,12591,15947,16744,14504,14809,15069,12922,20303,0,0,0,0,0,0,0,0,0,0,0,0,17966,13443,0,0,N,N,N
VN1R2,0,0,0,0,22170,0,12329,8567,11412,15537,15213,13821,14395,14039,12308,2228,0,0,7304,0,10839,0,0,0,0,0,0,0,18998,8279,0,6892,N,N,N
PPIL3,0,0,4395,0,38864,0,8745,8584,8315,12730,10324,11928,13077,10376,12024,11989,0,0,0,0,0,0,5188,4467,0,0,0,0,2134,10146,0,0,N,N,N
ANKRD36BP2,0,0,0,0,0,0,11487,2607,11987,0,0,0,0,0,0,1076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
CST1,0,0,0,0,10640,0,5827,3694,3546,7870,3185,11090,8000,5715,6668,717,0,3079,429,0,2061,0,2096,0,4353,0,0,0,2950,5366,0,10324,N,N,Y
MYH7B,0,0,1465,0,1432,0,4203,2385,2521,3848,12733,5341,3025,4530,3320,7546,0,516,866,0,10240,841,1210,847,3311,987,1592,106,14410,1754,0,3329,N,N,N
NPEPL1,0,0,0,0,26635,0,6857,8590,9403,12922,10773,13695,11950,12524,12191,3835,0,0,655,0,5389,0,4649,0,3312,0,0,0,19138,9344,0,10636,N,N,N
HIRA,0,0,889,0,25512,0,1218,1710,2846,2423,7717,76,3672,4774,2527,8139,0,3486,3570,0,2110,307,1756,1253,5110,0,0,826,12125,2545,0,5423,N,N,N
APOL6,0,0,0,0,5712,0,8407,8607,9196,13845,11272,15128,13681,12983,13498,5781,0,0,2347,0,7113,0,5151,0,0,0,0,0,9129,6907,0,3168,N,N,N
C3orf30,0,0,0,0,15338,0,11542,3035,8125,0,0,0,0,0,0,8008,0,0,0,0,0,0,0,0,0,0,0,0,6852,3721,0,0,N,N,N
GNAI2,0,0,8249,0,38870,0,3084,8595,7569,5769,6483,1064,1758,3334,106,11021,0,0,0,0,0,2124,5617,5131,0,0,0,0,8364,11469,0,0,N,N,Y
EPHA7,0,0,467,0,6843,94,133,442,1482,464,3416,1807,402,230,924,655,0,2595,124,0,2102,347,275,218,3821,0,0,0,1090,420,0,2325,Y,N,Y
ICA1,0,0,3388,0,5454,0,6805,4839,8305,10291,12713,11745,9633,6699,8035,11178,0,0,6152,0,12160,0,3353,2798,3315,0,0,0,14694,8353,0,780,N,N,N
C8orf76,0,0,0,0,7466,0,12333,8602,10012,0,0,0,0,0,0,14149,0,0,3899,0,2125,0,0,0,0,0,0,0,18349,13987,0,1613,N,N,N
HR,0,0,2264,0,5964,0,3938,1018,6431,3512,8861,6013,1356,2742,2668,2373,0,822,67,0,415,0,738,682,3316,0,0,0,9535,1651,0,3129,N,N,N
ANGPT2,0,0,7196,0,14230,0,6656,6845,1383,7297,1113,900,6816,5400,5612,9947,0,0,676,0,5664,0,3668,2322,3317,0,0,0,17853,8964,0,10270,N,N,N
C8orf34,0,0,0,0,13672,0,11379,1774,5764,0,0,0,0,0,0,7388,0,2807,2281,0,4507,0,1727,0,0,0,0,0,1888,1022,0,3998,N,N,N
ARL13A,0,0,0,0,7513,0,7025,5164,9998,10891,13309,13382,10374,10231,9954,915,0,2778,3928,0,6658,0,0,0,3318,355,1656,0,3066,4418,0,5864,N,N,N
TLR7,0,0,2595,0,4226,0,4674,6356,2828,4037,1974,6959,4948,2591,4514,8398,0,1652,886,0,522,0,0,0,0,0,0,0,7477,2535,0,4127,N,N,N
CXorf1,0,0,0,0,31885,0,13475,13475,13475,0,0,0,0,0,0,10605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
CA5B,0,0,0,0,38882,0,12332,8601,9625,15913,11457,14369,14775,10398,12794,10321,0,0,0,0,12751,0,0,0,0,0,0,0,2378,10118,0,0,N,N,N
TUFT1,0,0,4396,0,17360,0,2572,4460,7431,1992,10458,8305,4230,8239,6497,701,0,0,0,0,0,0,2577,1965,6129,0,0,0,147,2405,0,1872,N,N,N
OLFM3,0,0,0,0,10209,549,11341,1536,4243,6836,7369,8966,4714,2007,3649,859,0,3293,0,0,6521,0,1072,0,2467,0,0,0,7878,961,0,0,N,N,N
OTUD7B,0,0,6437,0,30869,0,6615,8953,12635,6307,15584,1556,10521,11694,8023,9279,0,0,0,0,0,0,4162,3550,3322,0,0,0,15697,6285,0,3353,N,N,N
SHE,0,0,4397,0,38892,0,10650,10897,10477,14017,12195,7336,12425,12045,11849,12316,0,0,0,0,0,0,0,0,0,638,1091,0,2247,9241,0,0,N,N,Y
GPATCH4,0,0,0,0,24947,0,6549,10909,10287,9569,16297,14550,7531,14622,12961,11043,0,0,0,0,0,0,5575,0,3323,0,0,0,17497,10158,0,0,N,N,N
PYHIN1,0,0,4398,0,9852,0,9531,10900,7007,9442,2848,5744,1390,12287,11379,5926,0,0,6156,0,5723,0,0,0,3324,312,1158,0,14038,5926,0,8904,N,N,Y
CCDC19,0,0,0,0,10445,458,13164,13083,13164,16347,13455,0,16747,16207,0,10379,0,0,0,0,0,0,0,0,6926,0,0,0,6488,6119,0,0,N,N,N
ALDH4A1,0,0,5176,0,673,0,7338,10920,8698,12244,4217,15027,9717,6612,13403,9922,0,0,7941,0,11835,0,0,0,3325,0,0,0,18562,12736,0,521,N,N,N
TFB2M,0,0,5733,0,28643,0,5550,7235,7187,6738,9061,7258,7207,5393,5303,12639,0,0,1663,0,2119,0,0,0,0,0,0,0,19009,13005,0,4331,N,N,N
ZNF695,0,0,4399,0,7302,0,11948,5976,7421,11093,11075,11025,8832,5548,6626,8464,0,2101,5867,0,10317,0,2785,1771,3326,0,0,0,12905,3833,0,9419,N,N,N
BMP8B,0,0,2295,0,11644,0,4909,5101,6493,4526,14687,4861,3039,8912,3343,6682,0,0,6902,0,12738,1685,2306,1568,4924,0,0,0,2053,7153,0,9200,N,N,N
ST3GAL3,0,0,6957,0,38890,0,9557,5925,1396,9057,1621,547,8237,3521,2280,12524,0,0,0,0,12745,1664,2521,1686,0,0,0,0,673,10983,0,0,N,N,N
DMBX1,0,0,6192,0,19192,0,10064,10916,10574,14825,8285,5732,14036,10034,12071,10686,0,0,0,0,9889,0,0,0,3327,0,0,0,19414,10129,0,8947,N,N,N
KTI12,0,0,0,0,10693,0,3601,6825,8294,5710,9832,12561,7847,10329,9325,4049,0,0,5179,0,10768,0,4107,0,3328,0,0,0,16461,0,0,9899,N,N,N
NT5C2,0,0,0,0,38901,0,8069,10903,4039,8454,16239,14388,5818,14564,12814,11730,0,0,0,0,0,0,5491,0,0,0,0,0,2918,10223,0,0,N,N,N
C10orf118,0,0,0,0,29647,0,13588,13588,13588,0,0,0,0,0,0,8600,0,0,0,0,0,0,0,0,0,0,0,0,7613,8218,0,0,N,N,N
RNLS,0,0,0,0,10208,0,4654,4400,9525,9270,13121,12336,9215,9487,9155,7024,0,0,6776,0,2137,0,4021,0,7182,0,0,0,18445,8395,0,1065,N,N,N
ANKRD2,0,0,6894,0,38900,0,87,6826,465,34,297,492,4656,4177,3208,13310,0,0,0,0,2069,0,3652,2362,0,0,0,0,5670,13799,0,0,N,N,N
HINFP,0,0,2181,0,11014,0,10688,7596,1057,9672,14588,6493,8201,8813,4028,5169,0,450,7671,0,9396,1520,2288,1746,0,0,0,0,3008,2756,0,9557,N,N,Y
USP2,0,0,4400,0,38907,0,8703,9597,7071,9520,6068,5212,7641,4673,8421,23685,0,0,0,0,2174,0,3881,3561,0,0,0,0,4231,14437,0,0,N,N,Y
USH1C,0,0,5952,0,11873,0,1239,2525,1587,1575,3286,1321,4472,2835,249,9721,0,0,0,0,7162,0,2546,2300,3330,0,0,0,14648,5755,0,0,N,N,N
OR5D13,0,0,2417,0,2012,0,12156,7479,12468,11077,6674,7905,8816,3650,6396,330,0,2999,0,0,0,0,0,0,0,0,0,0,1162,974,0,8950,N,N,N
DTX1,0,0,2097,0,8335,0,388,2171,549,594,1930,719,3562,4009,3175,771,0,42,3657,0,2153,0,1856,1021,0,0,0,0,3762,1824,0,7713,N,N,Y
TMTC1,0,0,0,0,6045,0,4074,4402,6074,4129,14461,11031,6910,8686,6630,7897,179,3342,5917,0,10448,0,0,0,0,0,0,0,7738,2758,0,8489,N,N,N
YARS2,0,0,4401,0,6680,0,7712,6824,7189,9120,9825,10597,10198,7347,8092,6883,0,2909,7234,0,11052,0,3374,3468,3333,0,0,0,4766,4434,0,10011,N,N,N
FGF23,0,0,1063,0,9200,0,3614,5109,3342,5122,4510,773,4863,2989,1624,441,0,3392,6964,0,7699,695,0,0,0,0,0,699,88,3416,0,1781,N,N,N
GALNT4,0,0,7831,0,883,0,3277,7126,1694,6477,1630,546,8299,4301,2542,5373,0,0,3623,0,2058,1663,0,0,0,0,0,0,3070,6291,0,1309,N,N,N
FAM124A,0,0,0,0,13250,0,9263,10911,10798,12619,16765,14583,7700,15090,12989,6597,0,0,0,0,9171,0,6600,0,3335,0,0,0,4731,3995,0,0,N,N,N
DZIP1,0,0,7038,0,10523,0,7102,6043,12324,8521,11023,5793,4272,7352,8262,8077,0,1449,5544,0,8030,0,3776,2560,3336,0,0,0,10483,5133,0,9962,N,N,N
ASPG,0,0,0,0,8065,0,11919,5729,7870,11000,9587,11131,8735,2265,6694,4720,0,2824,0,0,0,0,0,0,0,0,0,0,4033,2839,0,0,N,N,N
MTA1,0,0,442,0,20789,0,84,4096,211,80,27,1859,1813,2187,1112,6397,0,3598,5234,0,2147,736,867,986,5191,1370,1048,920,2851,2624,0,7849,N,N,Y
MIS18BP1,0,0,6948,0,0,0,10140,10906,9117,12796,9512,8285,9980,12461,10660,8214,0,2907,0,0,6537,0,6301,4579,347,0,0,0,11537,4863,0,3017,N,N,N
TMEM229B,0,0,0,0,28563,0,12702,10896,11188,15971,13593,14667,14833,13006,13066,5813,0,0,0,0,4796,0,0,0,0,0,0,0,13508,12465,0,7638,N,N,N
C16orf62,0,0,0,0,13201,0,9230,7667,12492,0,0,0,0,0,0,7994,0,0,0,0,0,0,0,0,0,0,0,0,1896,4586,0,0,N,N,N
RBBP6,216,0,287,0,5463,0,784,1535,1614,2227,2176,1660,1600,1483,1799,7576,0,2314,3241,0,2068,426,712,525,3620,0,0,0,10737,2273,0,6957,N,N,Y
ATXN2L,0,0,5932,0,13695,0,2628,6239,5875,2897,7718,6994,2134,4149,4043,8576,0,0,0,0,8477,0,2316,1713,3337,0,0,0,14904,7877,0,0,N,N,N
NOD2,0,0,859,0,8031,0,2686,3822,2771,2467,2480,1932,2307,1699,1287,8244,0,0,3118,0,2148,0,1398,1091,0,1738,1613,0,6982,4789,0,7890,N,N,Y
NUDT21,0,0,7072,0,5412,0,6305,10902,8539,6565,8818,3736,4339,9751,7507,5613,0,0,3633,0,10277,0,5539,4384,3338,0,0,0,4563,7638,0,5554,N,N,N
WDR24,0,0,4402,0,13251,0,10361,10895,9110,12496,11665,6761,8244,10124,10152,9746,0,0,0,0,10334,0,5496,4013,3339,0,0,0,15261,7667,0,0,N,N,N
EMC8,0,0,4403,0,0,0,8960,10913,8876,11332,9171,10276,12729,13586,10762,15318,0,0,0,0,2155,0,0,0,0,0,0,0,11563,14332,0,0,N,N,N
TBC1D3P5,0,0,0,0,0,0,11654,3710,12089,0,0,0,0,0,0,1457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
ERAL1,0,0,6056,0,38919,0,4830,10912,7890,5658,3596,8341,8206,11322,10389,10789,0,0,0,0,0,0,6813,4870,0,0,0,0,2502,11194,0,0,N,N,N
SLFN5,0,0,0,0,8960,0,4447,3025,4886,6149,13783,10568,5362,6460,5095,7884,0,3402,7932,0,11625,0,0,0,0,0,0,0,2538,2791,0,798,N,N,N
CDK12,0,0,1229,0,12077,0,2566,5214,4832,5052,4048,5425,2271,3335,5669,3029,0,1156,7991,0,12026,0,2014,2077,330,0,0,678,2910,1611,0,1953,Y,N,Y
GHDC,0,0,0,0,8341,0,10743,9463,12685,11661,15610,12498,9922,11720,9281,8985,0,0,5848,0,6074,0,0,0,0,0,0,0,4420,3535,0,5546,N,N,N
ANKRD40,0,0,0,0,17423,0,5165,2671,6057,10668,10431,12138,6750,9675,9008,5604,0,0,7627,0,10328,0,3657,0,3340,563,1354,0,6627,8321,0,9355,N,N,N
CDC42EP4,0,0,3221,0,10613,0,4711,2058,5594,7216,9568,9745,7122,6775,6495,8714,0,0,6476,0,7432,0,2007,2293,1041,0,0,0,14689,5933,0,1810,N,N,N
ST6GALNAC2,0,0,6882,0,933,0,9272,6225,1481,11687,1697,553,10770,6807,3310,4724,0,0,7256,0,9229,1919,3332,3510,0,0,0,0,7701,8432,0,2036,N,N,N
DTNA,0,0,5581,0,8985,0,165,2625,11989,443,14488,5394,1757,8713,2393,7713,0,2386,0,0,0,0,1899,1582,1219,0,0,0,12019,2543,0,2565,N,N,N
ZNF833P,0,0,0,0,0,0,12701,10894,12854,0,0,0,0,0,0,2209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
ZNF440,0,0,0,0,2327,621,11417,2078,5108,5340,8606,7994,3448,1792,2780,1349,0,3445,6051,0,12268,0,635,0,0,0,0,0,136,1039,0,6228,N,N,N
TLE2,0,0,1033,0,9548,0,2713,6436,1316,1182,2027,4281,2910,2866,1903,9653,0,0,892,0,2114,1521,2707,2149,7101,627,520,0,15268,3887,0,2309,N,N,N
ZNF30,0,0,0,0,11380,0,5025,2991,5766,5789,11065,11692,7571,4906,7012,762,0,3519,0,0,5509,0,0,0,0,0,0,0,7581,3417,0,0,N,N,N
GIPC3,0,0,0,0,9496,0,7874,9779,8760,6666,5559,12174,6191,7134,9034,2408,0,0,2657,0,10421,0,0,0,3344,0,0,0,1424,8547,0,3030,N,N,N
ACTN4,0,0,8201,0,1067,0,1377,2626,928,1758,14718,487,731,8943,281,7932,0,0,2581,0,11802,0,2248,1845,3345,0,0,0,5933,3911,0,155,N,N,N
TMIGD2,491,0,0,0,26003,0,12112,7172,10639,13503,12422,12389,11596,10635,9192,6376,0,0,2763,0,2152,0,0,0,3575,297,1124,0,17859,9993,0,7876,N,N,N
GRIN2D,0,0,1903,0,21953,0,1099,1497,1849,3334,5170,2109,3384,2756,1017,3956,0,969,6047,0,2084,1125,1614,1252,0,0,0,0,17433,4266,0,9085,Y,N,Y
EDAR,0,0,6415,0,13966,0,7273,10915,7789,9128,3500,8249,3225,8521,7641,10742,0,4475,3246,0,5181,0,6289,4843,3347,0,0,0,16567,9585,0,6107,N,N,N
CYTIP,0,0,3849,0,15522,0,6442,6096,6260,6029,4303,9537,4220,6985,5543,7168,0,0,1624,0,2133,0,2058,1577,4222,0,0,0,15141,7953,0,3947,N,N,N
GMPPA,0,0,0,0,19681,0,4377,4852,5098,4909,4667,13266,8066,7125,9863,11016,0,4284,1227,0,2053,0,3158,0,0,0,0,0,18778,12974,0,9729,N,N,N
PAX3,0,0,1100,0,900,342,1206,1243,392,3005,998,35,2365,802,1899,2858,0,629,0,0,2059,570,608,613,3812,0,0,0,8447,2949,0,0,N,N,Y
CAD,0,0,1705,0,13901,0,1635,7038,4073,994,5506,5002,431,440,2528,8673,0,0,5849,0,10231,0,2361,1756,3348,1187,1077,0,8574,6723,0,5732,N,N,Y
TMEM178A,0,0,0,0,0,0,10681,5601,9190,8268,7307,10540,6135,4514,5086,4512,0,0,0,0,2162,0,0,0,0,0,0,0,16503,7151,0,5608,N,N,N
RETSAT,0,0,0,0,38931,0,8233,10899,9407,12609,9949,13922,12004,8368,12395,2991,0,0,0,0,2121,0,0,0,0,0,0,0,1391,8871,0,0,N,N,N
XKR7,0,0,0,0,5748,0,11870,5261,12254,8791,13724,9898,6507,6402,4843,7188,0,4456,0,0,0,0,0,0,3349,0,0,0,19292,7775,0,1018,N,N,N
SLC4A11,0,0,0,0,5768,0,10440,1080,5712,3157,6882,6814,1927,990,1719,3378,0,2213,1900,0,2104,0,0,0,0,0,0,0,5886,1178,0,7715,N,N,N
CSNK2A1,0,0,220,0,10285,0,117,1687,76,247,13806,91,204,6483,345,216,0,3443,0,0,0,887,1554,1366,4524,0,0,264,47,1137,169,742,N,N,Y
ERG,0,0,8018,0,29357,0,5508,6689,6308,3964,15797,3107,4916,11906,5388,10791,0,0,0,0,2078,0,3039,2535,6849,0,0,0,14295,10068,0,0,Y,N,Y
CECR5,0,0,0,0,10887,0,13231,13150,13231,7299,9121,0,12669,11066,0,4230,0,0,0,0,0,0,0,0,0,1618,184,0,4610,4277,0,0,N,N,N
IGLL5,0,0,6275,0,0,0,12526,9778,5120,13396,2298,4987,11487,6723,8959,1776,0,0,0,0,2164,0,0,0,3887,0,0,0,18156,6581,0,4291,N,N,N
MCM2,0,0,331,0,1606,0,247,1298,794,493,1403,3201,804,1794,1687,8204,0,0,0,0,0,846,876,775,3352,0,0,0,6195,4779,0,640,N,N,N
RYBP,0,0,1877,0,38943,0,2044,8656,12601,0,0,0,0,0,0,21714,0,0,0,0,12764,2092,4439,3332,0,0,0,0,0,14085,0,0,N,N,N
MAB21L2,0,0,0,0,6170,0,6358,6753,10192,6316,12157,11548,8140,5940,6926,4198,0,2890,4456,0,7903,0,2429,0,3353,0,0,0,8533,3154,0,9037,N,N,N
SMARCAD1,0,0,3326,0,8802,0,3903,6488,6255,4553,7733,8003,5991,3827,6339,2657,0,561,0,0,9748,0,0,0,3354,0,0,0,2733,3487,0,0,N,N,Y
VNN1,0,0,5321,0,8803,0,7531,8719,11116,10405,12628,9666,9735,6133,8655,4076,0,0,6090,0,8849,0,0,0,0,0,0,0,1823,8282,0,6580,N,N,N
KIAA0319,410,0,766,0,2132,0,1998,2867,5210,1968,6616,4252,2977,3126,2965,3588,0,980,962,0,5840,0,930,864,3357,0,0,0,9387,1788,0,2356,N,N,N
HIST1H2BN,0,0,8087,0,485,0,3160,10908,12856,3638,8676,5715,7088,7847,6337,3288,0,0,7965,0,11942,2143,6062,4502,711,0,0,0,17711,10273,0,1697,N,N,N
RPS10,0,0,8243,0,6910,0,4099,10898,1936,4104,819,4420,3742,10351,7377,5159,0,0,0,0,8994,0,5850,4890,0,0,0,0,11596,9406,0,4216,N,N,Y
MTO1,0,0,3758,0,407,0,4310,3607,5225,8039,7696,11721,6854,6792,8928,3153,0,0,0,0,11637,0,0,0,3358,0,0,0,2866,6350,0,0,N,N,N
GRM8,0,0,567,0,1324,499,254,391,1180,946,10914,2580,1483,2394,1865,1915,0,2290,3946,0,10863,467,0,0,3359,0,0,858,2687,482,192,7082,Y,N,Y
ADCK2,0,0,0,0,13072,0,9001,10921,10929,12149,14009,14586,10647,11999,12992,2404,0,0,5585,0,8397,0,0,0,0,0,0,0,11688,8101,0,9916,N,N,Y
LFNG,0,0,6750,0,2547,0,129,1104,394,447,1932,713,5880,2909,3975,3645,0,0,2814,0,2163,0,1516,1132,0,315,342,0,11325,6620,0,1368,Y,N,N
GPR141,0,0,0,0,9449,0,11503,2763,6084,11047,11552,11641,8784,7073,6982,2269,0,2608,3076,0,2081,0,0,0,4457,0,0,0,11503,3901,0,7292,N,N,N
PDK4,0,0,2279,0,6160,0,776,3397,4341,1771,8857,4761,5167,4279,3276,1227,0,756,3818,0,7500,0,1969,1725,0,0,0,0,4041,2364,0,6717,N,N,Y
EIF4EBP1,0,0,6256,0,7773,0,6171,10914,2284,5255,949,7549,8665,6208,6191,2192,0,0,7539,0,10119,0,6768,4833,3364,0,0,0,10745,9896,0,9283,N,N,Y
IMPAD1,0,0,6486,0,28049,0,9576,10907,8392,12595,6811,3633,12595,10532,10373,11219,0,0,0,0,8211,0,0,0,0,564,1355,0,17935,11161,0,5066,N,N,N
NKAIN3,0,0,0,0,38961,0,10804,10904,12855,14382,16214,14276,12644,14539,12712,4061,0,0,0,0,0,0,0,0,0,0,0,0,3154,9024,0,0,N,N,N
PI15,0,0,0,0,2875,0,7997,10901,3517,9990,1333,14734,10418,10023,13131,4163,0,0,0,0,11827,0,0,0,0,0,0,0,19013,9225,0,5338,N,N,N
CPQ,0,0,0,0,0,0,9869,10917,11034,8676,11955,15283,9072,11957,13637,8055,0,0,0,0,555,0,0,0,0,0,0,0,4125,2554,0,4616,N,N,N
OR2K2,0,0,5995,0,1226,0,12420,9049,5419,13470,7153,8813,11562,4985,8767,9269,0,0,4514,0,6571,0,0,0,0,0,0,0,18095,5518,0,1411,N,N,N
GPR21,0,0,0,0,32165,0,12115,7184,12434,0,0,7567,0,0,7766,5786,0,0,1622,0,12748,0,0,0,4835,0,0,0,2504,7199,0,3478,N,N,N
NEK6,0,0,7600,0,38964,0,3910,10905,6177,4904,16369,2662,6373,14694,10381,11671,0,0,0,0,0,0,4886,4698,0,213,849,0,2664,9231,0,0,N,N,Y
UCK1,0,0,3730,0,2379,0,6940,7640,8448,6339,10151,9277,5832,9274,5823,3803,0,0,2511,0,8060,0,0,0,3365,1169,1216,0,5454,5664,0,4199,N,N,N
PPP1R26,0,0,0,0,0,0,3240,801,1895,3842,2913,9419,4311,3130,3753,5953,0,0,0,0,12757,0,1161,0,5892,0,0,0,4537,1631,0,3892,N,N,N
PCSK5,0,0,1861,0,28068,0,1417,987,1567,3203,2454,694,111,573,2661,7825,0,1827,7771,0,9200,0,1181,992,0,0,0,0,8959,1638,0,1531,N,N,N
IGSF1,0,0,1892,0,1965,218,837,330,4603,860,6110,1385,273,601,942,2731,0,70,93,0,12759,231,167,153,3919,1689,1488,0,8462,341,0,10621,N,N,N
CDR1,0,0,0,0,30369,0,9294,6355,9058,9429,12280,11332,8459,7535,6805,1525,0,3587,4893,0,2159,0,2015,0,0,0,0,0,15808,5436,0,661,N,N,N
FOXP3,0,0,8522,0,7295,0,8543,10910,1114,10316,279,306,11205,1793,289,3672,0,0,0,0,11669,0,5795,5104,0,936,966,0,18752,10943,0,6915,N,N,Y
KIF4A,0,0,2576,0,12906,0,5413,9777,7303,5375,5689,3187,3756,2904,5859,8176,0,1201,5359,0,5508,0,0,0,1070,0,0,0,12697,4042,0,7966,N,N,Y
TAF1,0,0,19,0,4543,375,49,761,39,178,10077,25,640,1736,57,7369,0,3504,0,0,0,38,316,299,3367,0,0,960,4943,661,139,0,Y,N,Y
ITM2A,0,0,5177,0,12016,0,6632,7931,9890,9156,11512,8747,6749,8094,8285,2123,0,0,7257,0,11125,0,2976,2932,3368,0,0,0,11282,7975,0,8795,N,N,N
CCL8,0,0,6471,0,38969,0,3904,10918,9583,2751,9704,8728,13485,13406,10689,2109,0,0,3326,0,12754,0,4654,3977,0,0,0,0,394,7307,0,5735,N,N,N
ASB16,0,0,4404,0,32788,0,9686,10919,10994,13674,11592,11705,5663,8429,11943,4714,0,0,8037,0,12749,0,5261,4187,0,0,0,0,189,4488,0,1640,N,N,N
FPR1,0,0,2692,0,1177,0,3809,6226,3952,4592,15600,5378,3224,11710,7846,1518,0,0,1117,0,12744,0,0,0,3810,0,0,0,1625,3735,0,3294,N,N,N
ROCK2,0,0,402,0,1353,0,1178,1634,1360,801,2292,1404,1048,1170,1100,3977,0,2261,2111,0,12747,725,669,482,5207,0,0,0,792,1290,0,198,N,N,Y
EXTL2,0,0,0,0,7613,0,4402,8284,9275,7246,11726,13469,3678,8399,10020,8903,0,0,4658,0,8511,0,0,0,0,0,0,0,7695,8497,0,4750,N,N,N
DENND2D,0,0,0,0,15823,0,11965,6076,8209,13450,15507,13402,11542,11617,9970,7703,0,0,1903,0,12767,0,3796,0,0,0,0,0,560,2439,0,3281,N,N,N
DVL1,458,0,484,0,9136,0,1547,2065,543,1532,1984,768,1055,859,480,4947,0,0,0,0,2134,1579,1939,1525,4836,0,0,692,16908,7947,174,0,N,N,Y
MRPL24,0,0,8092,0,12078,0,4006,9692,5986,619,3980,8040,3831,9511,10377,11579,0,0,0,0,6906,2186,0,0,3370,1400,601,0,16193,8742,0,5839,N,N,N
TMEM82,0,0,0,0,12525,0,12509,9687,11094,16098,13339,15418,14960,12954,13760,2037,0,0,4699,0,7902,0,0,0,0,0,0,0,6981,6006,0,6155,N,N,N
KIAA1614,0,0,0,0,16209,0,12005,6363,9448,11136,14693,11480,8876,8918,6882,4458,0,1727,7682,0,9680,0,0,0,931,0,0,0,15987,4709,0,8658,N,N,N
