genenames,CHASM,DawnRank,EntroRank,Intdriver,MA,MCGfinder,MaxMIF_HumanNet,MaxMIF_Influencegraph,MaxMIF_STRINGv10,Muf_max_HumanNet,Muf_max_STRINGv10,Muf_max_influencegraph,Muf_sum_HumanNet,Muf_sum_STRINGv10,Muf_sum_influencegraph,Music,NMTF,OncodriveClust,OncodriveFM,RME,SIFT,Subdyquency,Unicovex_PPR,Unicovex_influencegraph,activedriver,dendrix_frequency,dendrix_weight,diffusion,dndscv,dotsfinder,drivernet,polyphen-2,ncg_6,cgc,ccgs
CELSR2,530,26,129,0,4781,140,1665,135,1283,760,4655,525,264,203,218,367,0,467,2476,0,719,53,73,65,3320,0,0,8,178,103,43,7052,N,N,N
SPAG17,0,0,0,0,11757,0,4374,639,3222,2706,5320,6714,1783,969,1707,7295,0,2765,4063,0,6802,0,0,0,0,0,0,0,5601,505,0,5295,N,N,Y
VPS13D,0,0,0,0,6352,109,1049,270,11762,1064,5137,5012,772,417,984,7245,0,1635,0,0,0,0,179,0,1116,0,0,0,1846,130,0,4529,N,N,N
NOTCH2NL,0,0,5819,0,1823,0,5378,9628,10122,4231,0,0,11970,0,0,6465,0,0,0,0,0,0,4613,4728,0,0,0,0,12386,10967,0,0,N,N,N
BCL9,0,0,571,0,15366,0,1987,208,1443,2468,2906,1540,1105,840,1203,7380,0,2486,7284,0,8110,445,384,280,1233,0,0,824,3614,1189,0,66,N,N,Y
ECM1,0,0,5880,0,13530,0,3053,3460,3490,5534,3268,4223,6033,3713,4365,7714,0,720,7222,0,8142,0,1884,1657,0,0,0,0,2543,2669,0,955,N,N,N
SETDB1,0,0,176,0,1294,0,1822,1017,90,1590,443,3098,1087,594,34,7587,0,1425,6830,0,6259,229,438,409,736,0,0,45,7616,1270,0,9299,Y,N,N
DCST2,0,0,0,0,17358,0,6995,4058,10870,5717,10169,10899,4514,5906,5217,5993,0,0,3182,0,12385,0,0,0,0,0,0,0,6850,4963,0,4502,N,N,N
OR10X1,0,0,2729,0,24789,0,11967,6078,12330,11098,12410,7303,8837,8356,6453,914,0,2604,0,0,0,1639,0,0,0,0,0,0,1186,3123,0,3215,N,N,N
TOR1AIP2,0,0,3996,0,6307,0,12179,7615,7955,13509,9651,9090,11602,6977,8322,12734,0,0,3880,0,757,0,3729,3085,6878,0,0,0,19143,11542,0,1379,N,N,N
XPR1,0,0,3315,0,1382,0,1505,2458,4759,3653,7204,6481,3964,2423,3520,7086,0,1367,5870,0,9712,0,0,0,1234,0,0,0,3800,1993,0,9642,N,N,N
ZBTB41,0,0,0,0,5968,0,11777,4518,6655,6863,9353,9403,4744,1960,3748,9770,0,0,7057,0,7083,0,0,0,1235,1335,518,0,7910,3060,0,8650,N,N,Y
FMN2,0,0,0,0,3528,64,345,128,1461,521,2374,2733,160,106,331,57,143,132,5685,0,9296,0,0,0,234,0,0,0,2083,71,0,6172,N,N,Y
AKT3,0,0,91,0,14635,0,180,754,358,471,11793,696,1008,3228,561,1768,0,2496,7805,0,11407,370,727,503,1236,0,0,379,6650,3113,95,2103,N,N,Y
SZT2,0,0,0,0,0,0,1458,826,2914,1601,7545,6699,1794,1195,1705,1131,0,0,0,0,11122,0,0,0,769,0,0,0,2927,433,0,0,N,N,Y
BEND5,0,0,3489,0,23692,0,9726,5861,10981,12305,15577,9997,10084,11687,7703,10095,0,0,3492,0,743,0,3395,2596,0,0,0,0,19504,12900,0,8670,N,N,N
DIO1,0,0,0,0,35159,0,12507,9646,11258,15729,13311,15122,14590,12759,13492,10675,0,0,0,0,675,0,0,0,0,0,0,0,13656,8905,0,0,N,N,N
LPHN2,0,0,0,0,3640,0,13204,13123,13204,14383,8915,0,16276,9330,0,7534,127,0,0,0,0,0,0,0,1237,0,0,0,5054,1289,0,0,N,N,N
SLC2A7,0,0,0,0,34345,0,7968,6885,4933,10527,10747,13357,6848,5781,9937,12383,0,0,702,0,235,0,0,0,0,0,0,0,18416,12345,0,4227,N,N,N
ARHGAP29,0,0,1514,0,15553,0,4007,5593,3715,3742,13733,4287,5168,6411,4458,7955,0,784,4482,0,4588,0,1361,1490,1012,0,0,0,8185,3624,0,6340,N,N,Y
TIAL1,0,0,3052,0,26870,0,5735,6612,3482,6284,15561,5939,9026,11671,8071,4772,0,0,0,0,8222,1849,0,0,1238,0,0,0,981,3704,0,0,N,N,N
LRRC27,0,0,0,0,31642,0,12235,7946,10586,13559,15675,12869,11652,11785,9564,9138,0,0,324,0,386,0,0,0,0,0,0,0,5378,5579,0,10755,N,N,N
KIF5B,0,0,7707,0,391,0,3963,6736,4118,4153,4237,4188,870,2321,3922,8178,0,581,166,0,111,0,4518,2321,1239,1294,1608,0,1719,3249,0,10377,N,N,Y
PTEN,0,0,906,0,1633,0,43,3503,177,42,13642,74,624,6320,1314,2890,0,0,2444,0,12374,550,1435,1269,5468,0,0,810,399,1640,0,725,Y,N,Y
PAX6,0,0,8132,0,4144,0,2433,6421,12358,5108,15687,2298,1404,11797,2028,9292,0,0,2797,0,685,610,4111,3042,6260,0,0,284,13370,7169,0,496,N,N,Y
PKP3,230,0,2748,0,20495,0,3677,4870,4082,4524,4565,1182,3140,2159,1998,6145,0,3227,70,0,88,576,1325,1493,528,0,0,0,1453,2067,0,2561,N,N,N
OR4C46,0,228,1575,0,81,0,11413,2037,2038,5354,5709,5574,3463,1305,2722,609,0,3315,1354,0,731,767,0,0,0,0,0,0,15739,2251,0,5067,N,N,N
OR51B2,0,0,1576,0,2931,0,3865,1778,11899,3635,5697,5471,2821,1320,2720,314,0,537,0,0,0,768,0,0,0,0,0,0,3601,1755,0,7820,N,N,N
RTN4RL2,0,0,5473,0,1656,0,8530,8463,8982,9839,15688,9413,7566,11798,8652,3491,0,0,4713,0,8952,0,0,0,1240,0,0,0,4379,4500,0,7421,N,N,N
OR56A3,0,0,7358,0,18793,0,12503,9624,5791,15686,7766,9475,14546,7337,11787,3908,0,4992,1401,0,704,0,0,0,6673,0,0,0,17916,8553,0,10664,N,N,N
KDM2A,0,0,3997,0,23106,0,4242,6737,7057,5421,6217,11660,2221,2562,6995,11287,0,0,4912,0,654,0,2286,1594,7053,0,0,0,9091,10878,0,9669,N,N,Y
ANO1,0,0,2946,0,13488,0,5712,1823,2549,3136,2798,3394,2400,1128,2066,5872,0,1030,728,0,690,0,0,0,3412,0,0,0,8076,2157,0,2359,N,N,N
STARD10,0,0,6997,0,8882,0,7917,9608,11252,11890,13274,9192,8064,12875,3496,12531,0,0,0,0,8588,0,0,0,1241,0,0,0,16178,10387,0,5996,N,N,N
KDM4E,0,0,0,0,0,0,12265,8135,8671,13514,10579,12541,11607,5234,9314,1486,0,0,0,0,10223,0,0,0,0,1654,1614,0,8083,7722,0,9055,N,N,N
GNPTAB,0,0,0,0,8258,0,361,4017,5528,489,5611,11190,4243,5018,6726,954,0,2272,6375,0,7371,0,2229,0,642,0,0,0,4935,1291,0,6910,Y,N,N
DRAM1,0,0,0,0,35173,0,9317,9644,2605,12255,1298,14825,10888,11068,13217,15156,0,0,0,0,659,0,6230,0,0,586,694,0,10557,13766,0,0,N,N,Y
RAD9B,0,0,6726,0,35174,0,4984,9618,6565,5478,7454,296,13084,9830,7746,20552,0,0,0,0,708,0,0,0,0,0,0,0,5717,13177,0,0,N,N,Y
SFSWAP,0,0,3634,0,0,0,5132,2408,5774,5018,7435,6694,4179,2420,3600,7590,0,1174,0,0,9789,0,0,0,1242,0,0,0,2705,2167,0,819,N,N,N
SLC6A12,0,0,3792,0,9983,0,7313,5598,8748,10046,12080,11642,5576,6233,8091,9548,0,4934,3589,0,754,0,3184,3053,0,0,0,0,6214,7920,0,6183,N,N,N
MLL2,0,0,0,0,1393,6,12060,6808,12401,702,1776,2870,2806,3980,10779,8,39,0,0,23,0,0,10,0,649,0,0,0,0,10,0,0,N,N,N
PRPF40B,0,0,1103,0,7449,625,1045,2401,2900,0,0,0,0,0,0,7843,0,453,2908,0,9007,0,0,0,1243,0,0,0,11361,3238,0,3930,N,N,N
CHD4,0,0,279,0,6273,0,1128,2878,2136,1450,2227,687,674,755,376,3934,0,3577,0,0,0,612,736,534,39,0,0,290,544,826,167,3527,Y,N,N
FAM90A1,0,0,0,0,21811,0,11102,1377,5112,8494,13694,10650,6417,6372,5129,4085,0,0,301,0,481,0,1654,0,0,0,0,0,11619,4554,0,2402,N,N,N
ZMYM2,0,0,6798,0,15943,0,855,5538,12277,401,2787,933,4832,4109,7991,6440,0,2571,0,0,0,0,3623,3562,855,0,0,0,3726,3288,0,10818,Y,N,Y
KATNAL1,0,0,3635,0,1262,0,2129,5948,7657,1785,7304,6743,1605,2472,3601,5802,0,0,6445,0,10222,0,919,875,0,0,0,0,2960,2000,0,1735,N,N,N
KLHL1,0,0,0,0,488,148,2831,338,2244,1201,4985,4424,699,314,844,274,0,767,4298,0,10391,0,120,0,0,0,0,0,2732,308,0,5638,N,N,N
SUPT16H,0,0,424,0,2858,0,1535,5197,2809,2722,2178,81,1034,2002,1838,2824,0,1373,2394,0,12383,800,1642,1513,5724,0,0,815,3405,2184,0,5697,N,N,Y
MYH7,0,0,588,0,963,326,38,196,182,199,950,1966,219,104,571,7292,180,2139,0,0,0,0,97,93,292,0,0,0,4906,609,0,7556,N,N,N
GPR137C,0,0,0,0,18580,0,12122,7248,10075,13343,12643,12555,11434,9754,9320,11052,0,0,5782,0,8127,0,0,0,0,0,0,0,18288,11162,0,8359,N,N,N
PLEKHH1,0,0,0,0,16602,0,2574,3391,8258,2185,7449,9444,2452,2184,3758,9344,0,0,4806,0,742,0,0,0,0,0,0,0,3317,4539,0,7656,N,N,N
ZFYVE26,0,0,0,0,11809,0,6603,2087,5104,4401,6030,8202,3272,1865,2814,7613,0,3824,0,0,6936,0,787,0,1244,0,0,0,1360,1608,0,0,N,N,Y
C14orf169,0,0,0,0,35178,0,13358,13277,13358,0,0,0,0,0,0,7992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
PNMA1,0,0,5800,0,18433,0,4661,9622,5917,7992,2765,5579,3082,9497,7581,11956,0,0,0,0,10685,0,4599,4440,0,0,0,0,17865,11616,0,8945,N,N,N
RPS6KA5,0,0,976,0,29568,0,1400,2735,12001,577,1909,4508,1284,1325,3884,6001,0,0,0,0,0,1730,2622,2115,348,246,344,217,1832,2634,0,2210,N,N,Y
NPAP1,0,0,2669,0,0,0,8456,410,2785,699,4718,1961,236,107,325,31,64,0,0,0,7563,0,0,0,0,0,0,0,979,64,0,2718,N,N,Y
MNS1,0,0,0,0,9618,0,10319,9630,10768,12878,11747,14935,12475,10480,13321,11555,0,0,7861,0,11275,0,6212,0,0,0,0,0,2356,6630,0,1364,N,N,N
MAPK8IP3,0,0,909,0,5639,0,1897,1300,4062,1592,6076,2090,1118,1118,1523,6972,0,3557,68,0,397,492,507,372,225,0,0,0,8434,1921,0,3367,N,N,Y
ARHGAP17,0,0,704,0,10002,444,3765,889,1580,1642,4703,2648,985,545,738,7379,0,1017,1634,0,5041,234,205,179,1245,0,0,523,2804,994,0,4033,N,N,N
CREBBP,295,0,5,0,1499,91,5,56,5,19,3,5,29,53,72,484,0,1287,0,0,0,18,43,41,155,0,0,7,1731,158,3,8700,Y,N,Y
ANKS3,0,0,0,0,8787,0,8965,4368,8635,12515,10700,13198,11333,6514,9812,8531,0,0,4068,0,6065,0,3606,0,1246,0,0,0,16708,6499,0,6449,N,N,N
12-Sep,0,0,3998,0,0,0,0,0,0,0,0,0,0,0,0,5633,0,0,1387,0,11994,0,2860,1882,0,1053,240,0,3013,0,0,1279,N,N,N
E2F4,0,0,8466,0,24818,0,2997,9642,863,3226,327,245,8200,6147,1908,10733,0,0,0,0,5305,1921,6354,4848,1247,0,0,0,18295,9200,0,2333,N,N,Y
CDH1,0,0,255,0,5762,0,992,2734,148,1257,160,615,424,159,99,6310,0,2068,0,0,0,238,1147,955,951,0,0,9,3744,3382,103,396,Y,N,Y
ZNF778,0,0,0,0,3430,0,9920,8240,8599,11347,10401,13347,10130,5465,9929,9828,0,0,2346,0,8073,0,3556,0,1248,0,0,0,16926,6339,0,3544,N,N,N
MYH4,655,272,559,176,1551,99,51,126,572,228,1542,1409,150,85,360,580,187,0,372,0,6750,79,56,45,1249,0,0,927,262,209,0,3945,N,N,N
MPP2,0,0,0,0,18434,0,6125,5244,4895,6361,7023,11416,806,1717,6850,4086,0,0,0,0,9044,0,2347,0,1250,0,0,0,2803,8493,0,0,N,N,N
NUP88,0,0,8350,0,15602,0,1446,5977,3318,4795,8083,3494,7526,7688,4274,9263,0,0,4731,0,692,2091,4146,3547,6822,0,0,0,6563,5824,0,8712,N,N,Y
FTSJ3,0,0,2089,0,1237,0,1127,3492,3771,2266,5563,6078,784,2340,4134,8112,0,0,5210,0,12117,1429,1724,1200,1251,0,0,511,2008,3470,85,9425,N,N,N
PHF23,0,0,3516,0,23034,0,11787,4612,5906,11043,5920,10472,8780,7008,6485,3426,0,0,6244,0,5974,0,2022,1707,674,0,0,0,1971,4222,0,7946,N,N,N
TP53,0,0,1,1,2643,1,1,1,1,1,1,2,1,1,3,0,1,45,173,1,9127,1,1,1,4,3,2,1054,1,1,11,7337,Y,N,Y
CNTROB,0,0,0,0,26287,466,1434,1591,3530,1603,5728,8684,2436,2164,2890,5936,0,150,0,0,5497,0,789,0,1252,0,0,0,314,630,0,0,N,N,N
METRNL,0,0,0,0,24321,0,12187,7668,9239,13373,11042,12747,11464,9342,9465,11511,0,0,2965,0,750,0,0,0,0,0,0,0,17562,12352,0,8476,N,N,N
STX8,0,0,3413,0,3149,0,4631,4773,5095,6280,15737,5708,8151,11847,8275,5171,0,0,7615,0,9994,0,3286,3180,565,0,0,0,4538,5921,0,2085,N,N,N
CDH2,0,0,549,0,299,0,987,1122,360,1069,933,656,452,184,692,5036,0,1535,3639,0,8664,0,332,254,1253,0,0,970,10588,2224,0,445,N,N,Y
PIGN,0,0,0,0,3019,0,5250,5707,6224,6076,8631,11060,4815,3082,6646,5667,0,0,5167,0,730,0,0,0,0,0,0,0,2476,5587,0,261,N,N,N
CDH19,0,0,136,0,969,138,1575,232,3862,833,5157,522,401,237,209,104,0,3352,419,0,4972,112,0,0,0,0,0,35,629,156,18,3719,N,N,Y
NETO1,0,0,3313,0,951,0,4673,2955,5337,3852,12806,2270,3414,4603,3147,1541,0,2098,6243,0,10341,0,0,0,0,0,0,0,2770,1500,0,1454,N,N,N
ZNF236,0,0,0,0,1629,0,11260,967,4071,6883,6913,9854,4765,2167,3840,7615,0,2158,137,0,256,0,0,0,1254,0,0,0,7434,1848,0,5281,N,N,N
PODNL1,0,0,0,0,28044,0,10696,9621,9032,14054,16478,15355,12995,14803,13701,11960,0,0,0,0,10017,0,0,0,0,0,0,0,19690,13051,0,0,N,N,N
ZNF676,0,0,0,0,983,0,4754,179,2548,1315,5737,4348,709,369,841,86,0,181,6262,0,5871,0,0,0,1083,0,0,0,1518,257,0,7294,N,N,N
RPSAP58,0,0,0,0,0,0,464,144,11746,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,N,N,Y
TBXA2R,0,0,8177,0,34346,0,7023,9607,2857,12296,16311,6297,12887,14636,10149,6351,0,0,0,0,4536,0,6713,3828,1255,0,0,0,19617,11638,0,3243,N,N,N
CYP2A13,0,0,7675,0,2677,0,6167,7197,5544,10056,3459,4832,10009,7346,1332,6660,0,0,4607,0,9195,0,0,0,1256,0,0,0,15034,7950,0,8642,N,N,N
CCDC9,0,0,0,0,9666,0,10770,8520,11207,12744,9711,12776,11018,9874,9490,1333,0,0,5717,0,12355,0,0,0,5866,0,0,0,4304,5214,0,2134,N,N,N
MYH14,0,0,861,0,1960,0,1091,1889,11914,1863,10899,1616,1452,2380,1605,8227,0,1935,0,0,7419,554,549,384,1257,0,0,751,3997,2759,0,0,N,N,N
SIGLECL1,0,0,0,0,0,0,12502,9613,12697,15653,16289,14529,14513,14614,12942,5379,0,0,0,0,8625,0,0,0,0,0,0,0,17030,9360,0,8061,N,N,N
ZNF578,0,0,0,0,718,0,12285,8279,8580,13425,9938,13157,11516,6809,9780,1219,0,0,0,0,0,0,3531,0,0,0,0,0,2799,3679,0,0,N,N,N
NLRP12,0,0,1793,80,2126,123,4557,1003,4411,1256,5014,3640,653,330,825,363,0,717,1815,0,687,176,140,109,0,0,0,0,146,141,0,7308,N,N,N
LAIR2,0,0,2546,0,31645,0,10651,7514,11668,10658,14268,3527,8550,8666,4378,3505,0,0,498,0,332,1191,2218,1819,0,0,0,0,854,7903,0,3779,N,N,N
FIZ1,0,0,6604,0,35080,0,8302,9639,9339,12235,12961,10825,10386,9723,11842,4083,0,0,91,0,57,0,0,0,1258,0,0,0,16945,10911,0,5374,N,N,Y
NLRP13,0,0,0,0,12638,0,2837,2444,6187,1597,7440,7742,1212,1932,2222,7553,0,3125,131,0,739,0,0,0,5799,0,0,0,8492,1432,0,10596,N,N,N
ACSBG2,0,0,6402,0,2821,0,8689,6154,12337,9865,7644,5379,6651,6169,7710,8487,0,0,0,0,0,0,0,0,0,0,0,0,6144,6784,0,9326,N,N,Y
ZNF266,0,0,3827,0,1475,0,7655,6364,12353,9636,11069,9680,7976,5394,6457,1599,0,3317,0,0,0,0,2799,1891,1259,0,0,0,9169,3467,0,5585,N,N,N
TBC1D8,0,0,3999,0,7835,0,4715,7677,8644,7508,8830,12253,4173,4870,9093,9625,0,0,2365,0,5404,0,0,0,0,0,0,0,14948,7561,0,9691,N,N,N
PCDP1,0,0,0,0,18208,0,13339,13258,13339,0,0,0,0,0,0,2647,0,0,0,0,0,0,0,0,0,0,0,0,13563,0,0,0,N,N,N
LRP1B,0,0,598,5,198,5,338,6,272,190,1026,588,7,6,37,6,6,130,6033,38,6767,4,4,4,1260,909,1763,1053,247,8,0,10205,N,N,Y
TNFAIP6,0,0,6886,0,15978,0,5751,6377,7309,8469,7034,3559,6608,3934,5580,1099,0,1706,4093,0,6449,295,0,0,1261,0,0,0,3839,4251,0,3524,N,N,Y
PPP1R1C,0,0,0,0,35191,0,10286,9620,10047,14667,13072,14308,14138,13628,12740,1968,0,0,0,0,756,0,0,0,0,0,0,0,591,11425,0,0,N,N,N
TMEM237,0,0,0,0,0,0,9574,9605,9700,10268,11286,15391,7932,12338,13735,6948,0,0,0,0,0,0,0,0,0,0,0,0,8989,6459,0,6085,N,N,N
WDR12,0,0,2262,0,2045,0,368,5829,2407,433,14632,742,3583,8857,2357,4401,0,1892,5620,0,9726,1376,0,0,1262,0,0,0,4506,2604,0,8722,N,N,Y
ABCA12,0,0,3031,0,4314,0,2790,2309,2091,1388,3652,3459,1990,1352,1913,7260,198,1493,3191,0,5190,0,0,0,1263,0,0,0,7100,262,0,5147,N,N,N
SPEG,0,0,0,0,6907,0,11309,1271,5283,0,11941,0,0,4960,0,3008,115,1456,3922,0,655,0,280,0,2896,0,0,0,3765,840,0,933,N,N,Y
HJURP,0,0,2759,0,35193,0,3104,3726,5302,6252,9088,7523,6969,8417,7781,2975,0,4979,0,0,747,997,3168,2583,0,0,0,141,1212,11942,0,0,N,N,N
NCOA1,0,0,70,0,19049,540,641,1309,235,1044,725,1576,942,1087,531,7810,0,1091,119,0,668,272,464,452,296,0,0,827,9244,2699,0,10486,N,N,Y
IFT172,272,0,369,0,4244,179,1348,199,1349,932,2556,1812,366,373,695,7762,0,0,5674,0,10285,180,0,0,1264,0,0,994,7887,1372,0,8010,N,N,N
PLEKHH2,0,0,0,0,8543,0,1349,970,4925,1789,7442,8010,2768,1870,2784,4173,0,345,5520,0,9586,0,767,0,1265,0,0,0,6590,1339,0,5947,N,N,N
REL,0,0,8436,0,7168,0,4745,9616,852,1982,16161,899,4010,14486,3996,12140,0,0,0,0,11643,485,6763,5310,1266,978,1430,0,18599,10337,0,10115,N,N,Y
ANKRD36,0,0,0,0,20762,0,1392,1619,6305,3056,8218,9664,4393,2276,3799,1084,0,1086,0,0,12350,0,0,0,0,0,0,0,13345,1794,0,0,N,N,Y
TNFRSF6B,0,0,3737,0,23409,0,4755,2076,1418,10475,2004,7572,10328,10172,8270,2384,0,0,2244,0,5079,0,3705,3160,0,0,0,0,1315,7875,0,9857,N,N,N
TRPM2,0,0,0,0,4834,609,1878,619,2355,1930,5548,7485,1547,1317,2191,7602,0,3259,66,0,291,0,0,0,1267,0,0,0,3925,960,0,9889,N,N,N
KRTAP10-10,0,0,0,0,15143,0,5846,7195,11205,7799,14299,12323,10773,10386,9144,5580,0,0,5169,0,667,0,0,0,0,0,0,0,18973,8671,0,722,N,N,N
COL6A1,0,0,403,0,17129,0,652,727,1189,1085,4218,1567,1206,1074,366,6886,0,759,5364,0,697,486,636,667,0,0,0,767,14484,1960,106,390,N,N,N
ZC3H7B,0,17,4000,0,27910,0,2897,778,11805,2760,11859,3076,2858,3293,2686,8440,0,3151,0,0,0,0,656,506,1268,1041,1570,0,14895,3805,0,0,N,N,N
PARP9,0,0,3592,0,31647,0,2515,589,3190,4300,8053,8755,3572,2561,4765,6748,0,4502,252,0,262,0,0,0,1269,0,0,0,2712,5275,0,3472,N,N,Y
ROPN1,0,0,5639,0,35196,0,8555,9615,9713,12177,16959,12090,10407,15284,11001,21586,0,0,0,0,725,0,5769,3867,0,0,0,0,10276,13986,0,0,N,N,Y
SNX4,0,0,3957,0,35197,0,4424,6397,3571,5073,4682,8008,8967,6188,4078,22510,0,0,0,0,688,0,3115,3134,0,0,0,0,5029,13744,0,0,N,N,Y
COL6A6,0,0,296,0,215,0,11079,152,1669,724,4685,1390,255,99,292,404,0,764,2598,0,5003,52,0,0,988,0,0,1037,16637,118,0,5956,N,N,N
TM4SF1,0,0,5486,66,11460,0,2309,6478,9226,2763,11232,13344,3765,9317,9926,3176,0,0,0,0,0,2044,3808,3378,0,0,0,0,4783,7622,0,526,N,N,N
ACTL6A,0,0,7562,0,28278,0,4311,9657,860,5536,318,2727,4105,1524,4729,13160,0,0,0,0,8649,1322,4866,3918,1270,0,0,83,17823,13800,0,3766,N,N,N
ATP13A4,0,0,0,0,2127,448,3670,964,2819,1361,5131,5328,975,449,1165,765,0,1198,130,0,4987,0,0,0,1271,0,0,0,1725,248,0,2345,N,N,N
FBXO8,0,0,3563,0,1989,0,3972,3235,5835,5884,9059,10260,6402,4812,6526,5596,0,0,5517,0,9812,0,0,0,0,1196,1757,0,9482,6797,0,1899,N,N,N
WDR17,0,0,0,0,8821,0,1316,1532,7492,1674,9213,5993,1269,1269,1388,4186,0,3341,1208,0,726,0,0,0,1082,0,0,0,20080,1227,0,9931,N,N,N
ADD1,0,0,3508,0,5408,0,4035,6868,6795,2457,8985,2326,3607,7109,8032,7629,0,1397,0,0,10203,0,3518,2405,181,0,0,0,4741,3328,0,0,N,N,Y
NPFFR2,0,0,1941,0,126,0,8774,1613,746,3734,4914,5870,2501,1297,2141,1070,0,414,7799,0,12044,532,0,0,0,0,0,0,663,1053,0,2165,N,N,N
RAP1GDS1,0,0,6220,0,21606,0,5160,7935,6367,5652,15366,4012,6268,11476,8676,9421,0,3888,955,0,549,0,4269,3418,0,0,0,0,14809,8411,0,3415,N,N,Y
TRPC7,0,0,3380,0,7990,0,3116,6991,8491,6772,9706,3955,5476,4918,3283,8410,0,0,4890,0,12356,0,0,0,2291,1673,1578,0,7496,4783,0,1867,N,N,N
PLEKHG4B,0,0,0,0,2041,0,11601,3394,1185,11138,14696,11492,8878,8921,6890,1379,0,2930,6237,0,9648,0,0,0,0,0,0,0,10035,3459,0,10197,N,N,N
CDH10,204,0,853,148,13,28,305,53,778,460,3117,1224,95,65,191,33,37,1937,1738,0,10081,0,28,24,1272,0,0,0,55,51,0,5969,Y,N,Y
PDZD2,80,0,0,0,3656,348,365,655,11797,571,3798,5171,715,232,996,6088,0,2899,0,0,0,0,184,0,0,0,0,0,893,354,0,3065,N,N,N
FASTKD3,381,0,0,0,10118,0,9599,6298,11566,8127,14021,11452,7996,8105,6871,6786,0,420,2388,0,4860,0,2490,0,65,0,0,0,2370,3165,0,5439,N,N,Y
ASCC3,0,0,2589,0,4110,0,2278,5133,5213,2713,7487,8773,6423,3983,4370,7645,0,870,3214,0,7082,0,2448,1604,1273,0,0,0,16650,2673,0,4323,N,N,N
TRAF3IP2,0,0,3282,0,11473,0,4622,8118,5626,9164,3313,8097,8059,9088,8462,9674,0,0,6472,0,8517,0,3747,3155,1274,0,0,0,13746,6337,0,156,N,N,N
HIVEP1,276,0,1602,0,5582,0,1951,1159,2978,2895,5047,2170,1285,1012,1835,7311,0,919,0,0,4735,490,540,352,1275,0,0,0,8288,727,0,0,N,N,N
MCM3,0,0,1438,0,7004,0,1241,5333,12263,0,0,0,0,0,0,11487,0,0,5250,0,9876,1359,2491,1894,1276,0,0,0,5863,7368,0,5561,N,N,Y
BAI3,0,0,0,0,136,115,13097,12954,13112,14566,2220,0,14968,9286,0,183,99,0,0,0,0,0,119,0,943,0,0,0,468,145,0,0,N,N,Y
ZNF292,0,0,1011,0,9695,245,11168,458,3107,2691,6750,20,1519,567,1105,680,0,249,6391,0,5527,293,0,0,1277,1342,1384,0,5121,432,0,8418,N,N,N
MDN1,0,0,715,113,1340,67,356,118,1399,534,2554,1642,136,72,263,7240,0,433,985,0,683,0,0,0,1547,0,0,0,2646,91,0,6308,N,N,N
POU6F2,0,0,3264,0,35203,0,5217,5480,5460,8887,4125,10482,6974,8301,8102,20209,0,5021,0,0,696,0,0,0,0,0,0,0,2511,14120,0,0,N,N,Y
PAPOLB,0,0,0,0,1963,0,913,2034,3068,0,0,0,0,0,0,6236,0,0,2389,0,684,0,0,0,0,0,0,0,15333,5004,0,4660,N,N,N
STX1A,0,0,3196,0,15087,0,2607,6867,5478,4268,5407,1801,516,2987,398,4898,0,0,2412,0,7564,2031,3280,3175,1278,0,0,0,694,5143,0,9709,N,N,N
PCLO,0,0,2608,10,8529,17,10580,18,1026,377,1660,1175,44,20,70,51,14,2971,0,39,150,0,0,0,1279,0,0,0,3880,13,0,0,N,N,N
CSMD3,0,0,0,0,203,0,9844,9,390,249,1161,824,12,8,46,3,5,136,426,29,9072,0,0,0,1280,0,0,0,84,4,0,4732,Y,N,Y
CSPP1,0,0,0,0,11062,0,7741,709,5499,4348,8147,8373,3015,2329,2842,1716,0,2205,0,0,0,0,600,0,1281,0,0,0,4000,537,0,0,N,N,Y
TERF1,0,0,1497,0,14322,0,1710,1587,491,3084,13746,754,3679,6424,1458,2115,0,0,7332,0,10142,352,1870,1362,1282,0,0,97,6895,3631,0,8116,N,N,Y
ZFHX4,0,0,0,0,8789,0,774,35,163,422,1577,1424,65,43,136,215,7,3051,0,33,752,0,0,0,1438,0,0,0,3515,44,0,0,Y,N,Y
MFHAS1,0,0,0,0,14746,0,7455,4183,6776,7384,6730,11297,5465,3482,6787,6461,0,1605,648,0,584,0,0,0,1283,0,0,0,11642,3345,0,4393,N,N,Y
RUNX1T1,0,0,685,133,6912,163,466,55,550,615,5459,1572,179,186,298,481,0,1988,7565,0,8301,48,42,38,1284,0,0,0,204,131,0,785,N,N,Y
OR13C9,0,0,7359,0,549,0,10607,9625,5792,14029,7806,9738,13235,7296,11804,3760,0,0,1052,0,12173,0,0,0,0,0,0,0,19335,6494,0,8503,N,N,N
TNC,0,0,632,0,2841,0,871,1947,630,1270,1122,2058,956,544,166,7372,0,2684,6218,0,11716,367,0,0,1285,0,0,0,2416,796,0,491,N,N,Y
GAPVD1,0,0,967,0,20290,0,2733,7347,7820,5184,14521,1452,1809,8746,3034,8116,0,2717,0,0,9373,1145,2467,2098,1286,0,0,130,10121,3917,0,0,N,N,N
ST6GALNAC6,0,0,0,0,7493,0,4593,6378,12355,7804,15542,13580,2266,11652,10103,9590,0,0,788,0,4771,0,3328,0,0,0,0,0,4625,8430,0,10699,N,N,N
