"genenames","CHASM","DawnRank","EntroRank","Intdriver","MA","MCGfinder","MaxMIF_HumanNet","MaxMIF_Influencegraph","MaxMIF_STRINGv10","Muf_max_HumanNet","Muf_max_STRINGv10","Muf_max_influencegraph","Muf_sum_HumanNet","Muf_sum_STRINGv10","Muf_sum_influencegraph","Music","NMTF","OncodriveClust","OncodriveFM","SIFT","Subdyquency","Unicovex_PPR","Unicovex_influnecegraph","activedriver","dendrix_frequency","dendrix_weight","diffusion","dndscv","dotsfinder","drivernet","polyphen-2","ncg_6","cgc","ccgs"
"MNT",6654,0,3364,0,0,0,2869,4277,2214,6637,1956,6552,7926,4183,8426,10803,0,0,0,7527,0,4509,3191,4295,0,0,0,17671,11125,0,1519,"N","N","N"
"MC2R",8396,0,5992,0,6658,0,5763,4281,3036,12066,8476,4871,10487,8040,6476,1880,0,0,0,647,1513,0,0,4296,0,0,0,11864,6838,0,2596,"N","N","N"
"GPR113",0,0,0,0,9128,0,10297,10208,10300,16484,16192,0,15527,15361,0,10355,0,0,0,0,0,0,0,0,0,0,0,10971,10287,0,0,"N","N","N"
"KLHL22",3041,0,3365,0,0,0,6623,4286,1787,10113,4546,7589,8948,8592,8321,10617,0,0,0,7923,0,0,0,0,0,0,140,19521,10581,0,4876,"N","N","N"
"KIF9",9007,0,0,0,0,0,3761,4287,9504,8169,15448,13056,4922,11295,10080,10606,0,0,0,4264,0,4147,0,4297,0,0,0,17836,8575,0,4825,"N","N","N"
"TACR3",1679,0,3366,0,0,0,9127,4252,300,13342,15304,10378,11429,11151,8733,11710,0,0,0,10268,0,2992,2834,0,0,0,0,19123,9688,0,7917,"N","N","N"
"PHOX2B",6809,0,4837,0,0,0,3089,3037,1468,5065,3529,4996,4497,2575,5229,6018,0,0,0,9714,0,0,0,0,0,0,0,17848,7158,0,1514,"N","N","Y"
"CPLX2",12192,0,0,0,0,0,5555,4304,5633,7906,11069,13506,3808,8084,10440,13917,0,0,0,0,0,0,0,0,0,0,0,14993,12375,0,0,"N","N","N"
"SPRY3",1411,0,3367,0,20869,0,5175,4254,3298,8047,7028,10238,9036,8772,8532,696,0,0,0,11901,0,0,0,0,0,0,0,2784,3430,0,7213,"N","N","N"
"YY2",12193,0,3368,0,24852,0,6291,4238,416,11145,273,12799,10836,4693,9867,23849,0,0,0,2479,0,0,0,0,0,0,0,4919,12356,0,0,"N","N","N"
"DIRC2",3787,0,0,0,5957,0,2647,4301,1710,6580,1562,12701,4795,8832,9780,4825,0,0,0,0,0,0,0,0,0,0,0,1892,6170,0,0,"N","N","N"
"SIX6",4986,0,5320,0,0,0,2943,3672,4168,7594,15265,5875,8816,11112,8386,5701,0,0,0,9825,0,4750,3998,4299,0,0,0,13499,7166,0,4254,"N","N","N"
"CCDC135",0,0,0,0,4853,0,10189,10100,10192,0,0,0,0,0,0,1598,0,0,0,0,0,753,0,4300,0,0,0,3897,1361,0,0,"N","N","N"
"CYBA",0,0,5246,0,0,0,1811,3691,2675,3689,2431,5757,5120,8456,3715,4628,0,0,0,0,0,3098,2302,0,0,0,0,15299,0,0,0,"N","N","Y"
"CD33",5464,0,3369,0,1863,0,2444,3696,2782,5037,2782,5654,4901,7607,8460,9784,0,0,2137,2422,0,3576,2984,6218,0,0,0,18056,10997,0,8235,"N","N","N"
"SNX17",1498,0,5163,0,0,0,1855,3426,3269,2669,5399,1640,4676,4249,4515,4589,0,0,0,645,0,2620,1978,4301,0,0,0,8837,6194,0,3974,"N","N","N"
"GATA2",53,0,6608,0,18181,0,2574,3686,682,3380,1558,1756,4089,1908,162,8613,0,0,0,9318,0,4639,3675,370,0,0,0,6130,6085,0,426,"Y","N","Y"
"PCDHA3",6391,0,6633,0,4,0,9035,3674,8419,13553,13066,1073,11641,10237,2336,2873,0,1799,0,4689,1281,4431,3467,0,0,0,14,10926,0,0,0,"N","N","N"
"FGFR1",12194,0,1279,0,27447,0,497,2264,144,1315,1043,578,573,467,1140,14984,0,0,0,2477,260,1742,1307,0,0,0,425,2904,12231,0,0,"Y","N","Y"
"RB1CC1",4958,0,352,82,12877,60,958,250,35,1567,67,1382,954,639,536,1941,0,1116,3742,5759,431,366,293,5182,0,0,643,3788,483,0,5210,"N","N","Y"
"STARD8",4397,0,4967,0,11464,0,3824,3666,2951,10428,5014,9451,10034,7929,8132,3864,0,702,0,11103,0,0,0,0,0,0,0,11172,1223,0,0,"N","N","Y"
"S100A10",5384,0,3370,0,24056,0,6459,6874,9788,7253,15700,8450,7325,11546,7892,3371,0,0,0,10015,0,5058,2217,4302,0,0,0,7141,11744,0,5003,"N","N","N"
"RIMS3",3581,0,3371,0,5186,0,3112,6876,9789,3278,15621,13964,2750,11467,10815,2781,0,0,0,10606,0,4155,3085,4303,0,0,0,16369,11801,0,7205,"N","N","N"
"MYO1H",5479,0,0,0,713,0,9572,6893,9792,13266,6599,11842,11351,5077,9080,6933,0,431,0,9306,0,0,0,2784,0,0,0,7154,1454,0,0,"N","N","N"
"APOF",11026,0,3963,0,16598,0,9581,6930,3658,13646,4561,1468,11735,9607,7925,3629,0,0,0,3756,0,0,0,0,0,0,0,4311,6344,0,9376,"N","N","N"
"CCNB1IP1",9923,0,0,0,11044,0,8061,6924,6464,11157,10420,13578,6545,9030,10498,9765,0,0,0,4991,0,3574,0,4306,0,0,0,15946,11650,0,3611,"N","N","Y"
"GPHN",785,0,3372,0,10829,0,4197,6913,4985,3403,5088,6937,9396,2760,4045,8624,0,0,0,2449,0,4728,2808,6157,0,0,0,14911,6005,0,0,"N","N","Y"
"SCAF1",12195,0,5769,0,19144,0,4279,6873,5522,6933,9425,231,8384,9435,7108,21555,0,0,0,2455,0,5046,3248,0,0,0,0,3187,12669,0,0,"N","N","N"
"ZNF577",9751,0,3373,0,1569,0,7435,6858,5772,11693,5132,13560,11127,6156,10483,9198,0,0,3953,9532,0,0,0,1046,0,0,0,15765,5067,0,8557,"N","N","N"
"NME9",8956,0,0,0,0,0,4649,6889,9791,11442,15916,12989,8440,11762,10024,3816,0,0,0,177,0,0,0,0,0,0,0,17134,10125,0,0,"N","N","Y"
"MSMO1",8693,0,4226,0,0,0,4151,6894,5462,6781,9021,9154,6376,7719,5175,5965,0,0,0,5189,1465,4466,3156,0,0,0,0,16358,10397,0,3421,"N","N","N"
"TBC1D19",1076,0,0,0,6543,0,2094,1165,7037,5739,10879,10604,3989,5702,5713,6081,0,1260,4444,8439,0,2509,0,4307,0,0,0,4061,3805,0,1202,"N","N","N"
"DTWD2",5038,0,0,0,9094,0,7959,6918,7915,11456,15229,11994,9651,11076,9204,3590,0,0,0,5611,0,0,0,4309,0,0,0,17692,7728,0,7007,"N","N","N"
"KLHL3",12196,0,4665,0,24045,0,6681,6905,4474,7222,8395,6162,9903,8283,8511,2340,0,0,0,2394,0,4161,4003,0,0,0,0,916,10334,0,0,"N","N","N"
"TFAP2B",4353,0,1003,0,3939,0,2070,1364,447,3147,824,3677,3085,2047,1850,1705,0,1124,0,0,857,1173,663,4310,0,0,0,4018,2561,0,6779,"N","N","N"
"PRKAR2B",1680,0,6418,0,15958,0,3022,6883,3860,4033,4440,3530,640,1322,1877,3542,0,0,0,10199,125,4028,3570,4311,0,0,0,18292,7204,0,5916,"N","N","Y"
"LRRC24",10767,0,0,0,10493,0,6885,6902,6392,11647,7873,12786,9828,5780,9858,3401,0,0,0,4812,0,0,0,0,0,0,0,16991,7322,0,6205,"N","N","N"
"FBXO10",10541,0,6173,0,14621,0,9578,6914,6835,13899,10757,4557,11991,7739,6336,8580,0,0,375,6029,1014,0,0,0,0,0,127,16929,4296,0,9712,"N","N","N"
"RARA",1920,0,6425,0,24055,0,379,6879,1740,284,15980,1432,1632,11826,277,2477,0,0,0,0,1374,4203,3176,6115,0,0,0,2041,7010,0,347,"Y","N","Y"
"PLA2G6",8572,0,1741,0,18122,0,4169,4791,1797,5519,3794,3917,1811,2053,4928,4510,0,0,1067,12123,0,0,0,5595,0,0,0,2716,4300,0,3375,"N","N","N"
"ATP2C1",7029,0,2574,0,24036,0,1308,4048,9476,1025,1967,4630,551,677,2935,6036,0,0,0,0,0,0,0,4573,0,0,0,2780,6988,0,5025,"N","N","N"
"NEK11",10961,0,3374,0,20447,0,4432,6891,7385,5523,10442,10451,9484,9071,8708,5290,0,0,0,1543,0,0,0,0,0,0,0,608,6426,0,0,"N","N","Y"
"IQCF6",12197,0,0,0,24044,0,9577,6908,9794,13445,15421,12939,11532,11268,9984,1554,0,0,0,12110,0,0,0,0,0,0,0,443,11136,0,0,"N","N","N"
"SEMA3D",12198,0,3375,0,24058,0,2442,3620,3884,3796,6813,2715,2642,4182,4066,4201,0,0,0,12119,978,0,0,0,0,0,0,435,5344,0,0,"N","N","Y"
"DUSP13",2920,0,0,0,12516,0,1149,3689,9441,2908,15911,12964,9654,11757,10001,8517,0,0,0,4366,0,2930,0,0,0,0,0,16702,6827,0,0,"N","N","Y"
"MS4A6E",12199,0,0,0,24071,0,5588,3676,6197,10383,11004,13637,7810,9122,10549,18847,0,0,0,2429,0,0,0,0,0,0,0,11393,12775,0,0,"N","N","N"
"CDADC1",1387,0,0,0,12169,0,3734,3695,6928,12039,13096,12559,10294,8959,9669,8422,0,0,0,5151,0,0,0,0,0,0,0,8663,6821,0,1579,"N","N","N"
"UNC45A",1686,0,2510,0,3281,0,1127,1267,2375,1186,6170,6567,1608,2626,3119,9133,0,0,919,2441,0,840,773,4399,0,0,0,14808,5155,0,4327,"N","N","N"
"TXNDC11",801,0,3376,0,4821,0,4467,3660,5340,8682,9529,8649,7446,4117,8518,6697,0,1287,0,11122,0,3654,2889,2742,0,0,0,2259,2246,0,0,"N","N","N"
"TNFRSF6B",6385,0,4761,0,24076,0,3715,3661,1989,10585,1910,7547,10556,9340,7779,1365,0,0,0,2387,0,3097,3679,0,0,0,0,10210,10972,0,4271,"N","N","N"
"TIMD4",8844,0,0,0,1707,0,9032,3662,7274,13903,10161,13604,11995,8942,10519,4922,0,0,0,8122,0,0,0,0,0,0,0,18899,10011,0,1444,"N","N","N"
"GIMAP5",0,0,0,0,1712,0,3259,3684,6561,8488,12421,13502,10518,9951,10436,10309,0,0,0,0,0,4779,0,0,0,0,0,14237,9231,0,1435,"N","N","N"
"MORN1",6335,0,0,0,7301,0,7349,2375,6817,8045,9691,10403,5938,5255,5612,1887,0,1673,3797,6592,0,0,0,0,0,0,0,2821,3046,0,5863,"N","N","N"
"ACADSB",9835,0,0,0,14354,0,2969,3882,4221,4677,8031,10986,2588,2978,5921,5313,0,0,272,456,0,0,0,4316,0,0,0,6966,6158,0,9324,"N","N","N"
"KIAA1279",0,0,0,0,5948,0,10329,10240,10332,9764,13139,0,14491,13788,0,2849,0,0,0,0,0,4151,0,2615,0,0,0,12582,5535,0,0,"N","N","N"
"PPIP5K1",416,0,3377,0,982,0,1490,4334,9506,3291,13819,7315,3549,6716,4471,5273,0,0,0,0,0,0,0,4317,0,0,0,15440,4208,0,997,"N","N","N"
"C17orf67",6994,0,0,0,13253,0,9238,4879,9574,0,0,0,0,0,0,9552,0,0,0,8911,0,3878,0,0,0,0,0,7520,11729,0,0,"N","N","N"
"ITGA6",5999,0,6447,0,1905,0,2107,4381,302,4385,1641,594,3689,1843,341,7243,0,0,0,0,1165,1919,1663,4318,0,0,0,3014,1443,0,0,"N","N","Y"
"FAM110A",3916,0,0,0,6002,0,7101,4875,3513,9323,4691,11875,10618,9362,9110,1758,0,0,4902,10215,0,4824,0,4319,0,0,0,7850,11980,0,1536,"N","N","N"
"RNF175",12200,0,0,0,24091,0,4119,4862,6640,4665,13180,12217,11032,9671,9387,21048,0,0,0,2406,0,5117,0,0,0,0,0,6295,13037,0,0,"N","N","N"
"ZFP42",9452,0,3378,0,13435,0,9232,4851,3699,13708,4735,12358,11798,5778,9505,4480,0,0,0,8528,0,0,0,4320,0,0,0,19099,8289,0,3434,"N","N","N"
"SERPINB6",8377,0,3379,0,24093,0,1364,4859,2317,5362,1876,11677,5367,5918,8454,11443,0,0,0,2410,0,5319,3075,6377,0,0,0,19248,7969,0,5246,"N","N","N"
"RPL7L1",12201,0,4875,0,24092,0,3668,4861,3870,9746,7878,5837,8862,5226,6835,21403,0,0,0,2402,0,0,0,0,0,0,0,11538,12388,0,0,"N","N","N"
"FAM129B",1090,0,3380,0,5187,0,5759,1271,193,8191,451,5439,6848,3449,4731,6805,0,1537,4386,10593,0,1611,1332,55,0,0,0,5710,3425,0,8051,"N","N","N"
"METTL2A",12202,0,0,0,24088,0,4859,4870,5874,9158,11152,14072,8790,9056,10899,3210,0,0,0,0,0,4022,0,0,0,0,0,1172,9893,0,0,"N","N","N"
"RCAN3",12203,0,0,0,24109,0,7739,5393,4031,12373,15481,13237,11291,11328,10224,4564,0,0,0,2470,0,4114,0,0,0,0,0,1952,11862,0,0,"N","N","N"
"AKR1C3",1642,0,3381,0,10504,0,6060,5467,4494,8522,15250,4100,7331,11097,8331,9297,0,0,0,11416,0,3530,2920,4321,0,0,0,17951,9474,0,517,"N","N","N"
"SELPLG",8052,0,4651,0,16925,0,1524,5385,3660,3793,15464,6336,3177,11311,1847,11424,0,0,943,2487,0,5277,2624,6048,0,0,0,19437,11895,0,4030,"N","N","N"
"SLITRK1",4773,62,0,0,6936,0,5301,1105,1805,7970,3752,10972,5557,2913,5912,1753,0,1321,3517,6077,0,0,0,2547,0,0,0,4549,3001,0,7011,"N","N","N"
"ERI2",2093,0,0,0,14438,0,5200,5443,5399,8753,11299,12190,6334,9880,9366,8551,0,0,0,227,0,0,0,0,103,244,0,18281,5004,0,33,"N","N","N"
"TSC2",1394,0,5553,0,9173,0,1120,5370,536,2372,231,256,6648,3361,4936,9114,0,0,3596,2486,0,2779,3801,279,0,0,0,14677,6428,0,8280,"Y","N","Y"
"PIGQ",5846,0,2454,0,16563,0,4481,4473,6769,6970,10385,8491,6832,4716,4685,6509,0,0,1223,4497,0,2508,1715,0,0,0,0,1812,2455,0,3539,"N","N","N"
"NCR1",4301,0,996,0,11320,0,639,1327,5707,1979,11616,6361,2044,3720,2407,616,0,821,363,96,0,0,0,0,0,0,0,4054,2945,0,7324,"N","N","N"
"HPS3",6002,0,0,0,6296,0,6356,3639,4207,6597,3736,10682,4006,4661,5751,578,0,52,3738,8138,0,0,0,4323,0,0,0,1365,604,0,6670,"N","N","N"
"ASIC5",10064,0,4381,0,0,0,9335,5461,4035,13668,2786,10152,11757,8250,8053,9399,0,0,0,135,0,0,0,0,0,0,0,17357,10210,0,9685,"N","N","N"
"SUB1",12204,0,4680,0,24111,0,2539,5378,2404,5592,1765,2736,7531,5637,6594,22615,0,0,0,2408,0,0,0,0,0,0,0,14204,12505,0,0,"N","N","N"
"RGS20",8142,0,3382,0,6983,0,4659,5392,3525,7310,7685,8921,5091,5848,8339,6753,0,0,4015,8453,0,4171,2939,2771,0,0,0,7757,5560,0,4851,"N","N","N"
"RBM12B",5078,0,0,0,14510,0,7316,5394,5690,10003,9173,13749,10547,6389,10640,8941,0,0,120,228,0,4231,0,2683,0,0,0,4236,5413,0,9501,"N","N","N"
"CDKL5",4988,0,4853,0,12339,0,1738,2298,3437,2091,3651,3659,1809,1395,3089,7892,0,0,3303,6843,0,1315,766,4325,0,0,0,8810,3432,0,6789,"N","N","Y"
"PRSS23",12205,0,0,0,24107,0,7191,5398,8220,9075,13037,13739,7515,7801,10630,2492,0,0,0,0,0,4074,0,0,0,0,0,1260,11360,0,0,"N","N","N"
"AMIGO1",4783,0,3964,0,16891,0,7409,5588,5455,11396,4061,10785,7581,7746,5815,2890,0,0,467,3896,0,0,0,4326,0,0,0,17187,11947,0,9482,"N","N","N"
"NBPF8",0,0,0,0,0,0,9351,5553,9641,0,0,0,0,0,0,10876,0,0,0,0,0,0,0,0,0,0,0,18889,0,0,0,"N","N","N"
"GPR19",12206,0,0,0,24118,0,7618,5569,7698,10971,11662,12769,9469,8962,9842,15485,0,0,0,2468,0,0,0,0,0,0,0,7753,13051,0,0,"N","N","N"
"GALNS",8770,0,3965,0,9606,0,7985,5572,5305,12747,3922,9760,10071,6641,8956,5889,0,0,0,5448,0,0,0,0,0,0,0,17248,9804,0,3733,"N","N","Y"
"TIMP2",12207,0,3966,0,24134,0,2475,5531,1341,4845,1082,8154,5340,3970,7307,22860,0,0,0,2446,0,3182,3659,0,0,0,0,11972,12630,0,0,"N","N","N"
"ME2",10542,0,3383,0,11824,0,2707,5556,4219,5111,15691,8416,8868,11537,7631,10764,0,0,2088,5133,0,0,0,0,188,95,0,10346,4568,0,3877,"N","N","N"
"MRPL54",12208,0,6302,0,24124,0,7518,5554,7575,11763,12903,6729,10904,8264,6800,18819,0,0,0,2414,0,0,0,0,0,0,0,16558,13023,0,0,"N","N","N"
"EMC10",10797,0,0,0,0,0,9354,5577,3225,13699,4491,12281,11788,10029,9439,5322,0,0,0,0,0,0,0,0,0,0,0,15202,10463,0,7108,"N","N","N"
"KPNA1",12209,0,6552,0,24123,0,1733,5561,4560,1831,3280,2866,2627,5305,6488,16496,0,0,0,2419,817,4111,3269,0,0,0,304,5822,12598,0,0,"N","N","N"
"LRTM1",3582,0,0,0,4576,0,3961,4902,5206,5232,7001,11222,2018,3099,6032,5081,0,0,4583,10999,0,0,0,4327,0,0,0,4114,3731,0,8599,"N","N","N"
"FAM173B",7444,0,0,0,12012,0,7587,5575,8851,11975,15578,13701,10251,11424,10600,10169,0,0,0,0,0,0,0,0,0,0,0,11814,10627,0,0,"N","N","N"
"NIPAL4",3339,0,0,0,12844,0,8686,1505,4635,9450,6851,11177,7049,4923,6011,6944,0,0,1870,2447,0,0,0,0,0,0,0,11334,6296,0,8333,"N","N","N"
"OR2A42",10692,0,0,0,24130,0,9350,5551,9640,13947,16103,13867,12039,11949,10734,337,0,0,0,5047,0,0,0,0,231,85,0,1159,6248,0,0,"N","N","Y"
"SFRP1",9008,0,5705,0,11269,0,5592,5540,818,8431,686,7985,7725,3661,6951,1600,0,0,2999,6192,0,0,0,0,0,0,0,2072,5653,0,3856,"N","N","Y"
"BNC2",1771,0,0,0,5849,0,1645,156,2642,4396,8196,10427,3594,3707,5622,2752,0,1460,4135,11859,0,0,0,4328,0,0,0,5391,1372,0,7261,"N","N","N"
"EIF3I",2985,0,675,0,3361,0,475,2116,2742,2138,7275,4041,1929,2338,2747,773,0,847,4522,8769,732,1196,873,2678,0,0,413,75,1228,0,7345,"N","N","Y"
"BSDC1",4631,0,0,0,8912,0,5370,7245,8622,7789,15546,13556,8530,11392,10479,2417,0,0,0,5477,0,3770,0,4330,0,0,0,7300,6702,0,7640,"N","N","N"
"EPHA10",12210,0,5629,0,14395,0,4804,7233,4916,6524,9027,4752,8880,2441,6642,14594,0,0,0,2404,0,2950,2452,0,0,0,0,3616,12819,0,0,"N","N","Y"
"CAP1",4033,0,1436,0,1408,0,2349,3363,2918,4565,14071,2237,3270,6965,3882,8397,0,0,119,84,0,2127,1540,19,0,0,0,6859,4167,0,9357,"N","N","N"
"BICC1",4034,0,0,0,6679,0,7533,3364,4530,8216,10005,10090,6831,3653,5458,8322,0,0,714,5088,0,0,0,4331,0,0,0,15653,5998,0,2219,"N","N","N"
"IFIT5",7401,0,1964,0,1659,0,5601,2479,3273,7564,7593,5555,4642,1340,4959,6609,0,0,2571,9344,0,2126,1603,4332,0,0,0,1658,2716,0,5511,"N","N","Y"
"C11orf52",9318,0,0,0,12340,0,9631,7244,8956,0,0,0,0,0,0,9509,0,0,0,9089,0,0,0,0,0,0,0,8214,0,0,6130,"N","N","N"
"VDR",12211,0,5288,0,24173,0,5075,7190,781,7283,16111,3897,6389,11957,4021,23689,0,0,0,2466,0,3843,2523,0,0,0,0,5793,13075,0,0,"N","N","N"
"KCNC2",2527,0,2098,0,7038,0,2357,2404,3190,7171,6847,5747,6533,3366,5046,5668,0,0,4183,6990,0,0,0,4333,0,0,0,18199,4615,0,8043,"N","N","Y"
"CRIP2",810,0,3384,0,0,0,1571,7236,7536,1659,15774,10247,7368,11620,8996,4901,0,0,0,7823,0,2819,2258,4334,0,0,0,7298,11126,0,7717,"N","N","N"
"CNIH",0,0,0,0,24144,0,10454,10454,10454,10732,13353,5212,14270,12260,11463,3457,0,0,0,0,0,0,0,0,0,0,0,0,12073,0,0,"N","N","N"
"MAPKBP1",3589,0,0,0,4121,0,1195,2629,6122,1975,9678,9295,758,2683,3512,8011,0,1462,1542,2398,0,1035,0,0,0,0,0,13641,3828,0,4335,"N","N","Y"
"KIAA1683",9141,0,0,0,12013,0,6501,7220,8721,11467,15070,0,15625,16393,0,8706,0,0,0,0,0,4150,0,4335,0,0,0,18117,4639,0,0,"N","N","N"
"NF2",73,0,1776,0,13424,0,747,5826,1240,948,938,2657,976,1159,1090,1484,0,0,0,0,1168,1443,1279,5114,0,0,0,943,3401,0,9311,"Y","N","Y"
"HDAC10",11195,0,4784,0,24148,0,5652,7225,2869,7941,1945,1422,10563,2767,6527,10411,0,0,0,2549,0,0,0,0,0,0,0,7080,9428,0,0,"N","N","N"
"PVRL3",2965,0,0,0,757,0,10157,10068,10160,5516,0,780,10297,0,4672,1774,0,0,0,0,0,586,0,4336,0,0,0,2769,1816,0,0,"N","N","N"
"PRKCI",1972,0,6249,0,10834,0,3067,7207,663,4814,2448,644,4319,5427,2452,11198,0,0,0,6193,1264,4041,3580,4337,0,0,320,18130,8869,0,6383,"N","N","Y"
"CCKAR",11045,0,4382,0,24142,0,3355,7241,652,3655,5259,10254,3095,7633,8232,9762,0,0,0,2578,0,3628,2995,0,0,0,0,19692,12098,0,5341,"N","N","Y"
"ETV1",2603,0,1708,0,4944,0,667,2077,1347,2443,13875,6363,3461,6772,4885,4709,0,0,2666,4359,278,1663,1470,4339,0,0,418,12038,3990,0,557,"N","N","Y"
"DYNC1I1",1210,0,5022,0,6081,0,682,4463,949,414,921,1373,3126,2488,1642,7141,0,0,2320,6444,683,1865,1421,297,0,0,157,14870,4415,49,4729,"N","N","N"
"UBE2R2",2549,0,5534,0,15435,0,2481,7193,5736,2799,5004,5220,6302,4367,7005,4695,0,0,0,5537,0,3727,2298,4340,0,0,0,3612,5690,0,2349,"N","N","N"
"MAMLD1",8323,0,0,0,16636,0,8069,2656,8490,6036,12250,8674,4099,3881,3350,1957,0,0,0,2547,0,0,0,0,0,0,0,1445,2081,0,0,"N","N","N"
"PASD1",7013,0,3385,0,13772,0,6750,7209,8064,8455,11635,11807,5438,10037,9051,6485,0,2472,4530,6101,1349,0,0,0,196,81,0,12201,3041,0,8459,"N","N","N"
"F8",2821,0,1609,0,4987,0,654,3327,5315,811,6705,2013,4312,5980,1618,4221,0,2080,2541,1507,1286,1624,1329,4342,0,0,0,17725,559,0,6790,"N","N","Y"
"ADRA1B",12213,0,5956,0,24139,0,6127,7249,649,5692,15831,5039,8091,11677,7717,2940,0,0,0,11523,754,0,0,0,0,0,37,930,9988,110,0,"N","N","Y"
"MET",109,0,196,0,3747,0,1521,2389,123,2010,12267,521,713,3898,505,689,0,1924,3898,10676,47,1012,1007,2735,0,0,72,196,1001,0,322,"Y","N","Y"
"PDIA4",4582,0,4227,0,7280,0,1499,6176,1112,776,798,10825,2533,2087,5833,2426,0,0,1711,12155,0,2487,1846,5096,0,0,0,1783,3586,0,4476,"N","N","Y"
"HOXA4",9297,0,4603,0,24151,0,7509,7224,9821,11810,6596,8730,11036,6277,8897,765,0,0,0,12131,1345,0,0,0,0,0,0,1042,5042,0,6343,"N","N","N"
"ODF1",7599,0,3386,0,24164,0,2718,7211,7473,1878,11332,11958,7983,7769,9176,3084,0,0,0,12145,0,4438,3426,0,0,0,0,1218,6047,0,8354,"N","N","N"
"GJA5",9126,0,1616,0,15436,0,5328,5594,9648,6906,4614,6599,6356,2800,3759,1699,0,282,0,0,1212,2053,1389,4343,0,0,0,4125,2416,0,2053,"N","N","N"
"GATAD2B",7725,0,6309,0,13846,0,557,6706,7607,519,12037,4773,4565,9764,6668,7156,0,0,376,293,0,4636,3681,4344,0,0,0,10389,4192,0,2533,"N","N","N"
"ZBTB17",9985,0,6077,0,16608,0,3708,6653,5244,5249,3224,4865,8277,5729,7277,12056,0,0,1719,5208,0,3368,2276,4345,194,191,0,19552,8171,0,8887,"N","N","N"
"SLIT1",5838,0,4826,0,11507,0,1583,6678,1967,1172,3440,2479,1387,3088,6703,11594,0,0,2258,2587,0,4668,2482,0,0,0,0,7438,10915,0,178,"N","N","N"
"CHST11",2900,0,3967,0,15803,0,8674,1450,2834,9520,5963,2390,7121,4143,4428,5306,0,0,665,1621,0,0,0,0,0,0,0,8707,5342,0,2419,"N","N","N"
"ARID4A",1944,0,3387,0,6845,0,4648,6734,5027,5998,2957,6830,5849,3395,7635,8297,0,0,4317,8280,0,3231,2796,4346,0,0,0,15201,5121,0,8253,"N","N","N"
"HEATR6",8771,0,0,0,3412,0,2269,6702,3471,2399,1980,13333,2599,9305,10306,10416,0,0,0,8486,0,0,0,4347,0,0,0,13982,11245,0,3496,"N","N","N"
"GCGR",4048,0,1770,0,0,0,1495,4468,313,3218,4977,4216,6086,3694,5055,1769,0,0,0,10335,680,0,0,6635,0,0,131,3405,4861,0,532,"N","N","N"
"MIR519A2",0,0,0,0,0,0,9539,6691,9762,0,0,0,0,0,0,1653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"N","N","N"
"AP1S3",8467,0,4860,0,6446,0,7696,6735,6180,10499,15465,6339,7537,11312,6601,5700,0,0,0,10477,0,3253,3029,0,0,0,0,9852,9095,0,0,"N","N","N"
"ALPI",8180,0,4172,0,121,0,5608,6737,7056,8898,10156,8587,3665,6496,8461,2394,0,0,3878,8836,0,3481,2937,4348,0,0,0,12161,4147,0,333,"N","N","N"
"FBXO38",12214,0,4705,0,24180,0,4148,6710,5551,10077,11459,7267,8793,9089,8179,14923,0,0,0,2546,0,0,0,0,0,0,0,2526,12308,0,0,"N","N","N"
"MEF2C",761,0,6615,0,10923,0,5739,6694,2003,7885,1685,928,5543,1360,396,8020,0,0,1862,1519,1257,4087,3086,832,0,0,52,5430,3227,0,5370,"N","N","Y"
"TUBB",4284,0,2311,0,3439,0,763,4604,3111,1743,2707,1705,495,1098,774,11921,0,0,0,7022,931,2567,1946,2492,0,0,342,19626,11928,0,8929,"N","N","Y"
"MRPS17",0,0,6385,0,0,0,2288,6689,6549,4491,15269,5881,7766,11116,6783,3628,0,0,0,0,0,0,0,0,0,0,0,9155,0,0,0,"N","N","N"
"ZC2HC1A",3988,0,0,0,0,0,4355,6652,8086,13486,12828,13208,11573,9308,10198,12061,0,0,0,2504,0,0,0,6390,0,0,0,16916,11041,0,7794,"N","N","N"
"NANS",12215,0,0,0,24186,0,4057,6688,5966,6912,5933,14025,7643,6518,10860,10869,0,0,0,12138,0,0,0,0,49,223,0,1859,7567,0,0,"N","N","N"
"SYN1",5039,0,3388,0,5850,0,3334,6672,826,3115,6667,7548,3645,4106,8584,6009,0,0,0,8441,0,2945,2225,4349,0,0,0,17713,12018,0,394,"N","N","N"
"UBP1",9993,0,3389,0,16055,0,5371,4814,5624,6063,13915,11464,5044,6812,6165,4971,0,0,549,11305,0,2680,1748,5251,0,0,0,2520,5774,0,9688,"N","N","N"
"CD1A",12216,0,4638,0,24201,0,2840,6069,7775,6540,12000,7415,4472,10145,2965,5027,0,0,0,2580,0,3589,2986,0,0,0,0,2627,11193,0,0,"N","N","N"
"API5",3219,0,3390,0,5051,0,5577,3310,2888,7201,13980,4907,5229,6876,5129,5088,0,0,3790,413,0,0,0,4350,0,0,0,8385,2424,0,8567,"N","N","N"
"TMCO3",1178,0,0,0,2077,0,4291,4586,5265,3693,8029,8714,1764,2068,3362,6896,0,666,3113,10324,0,0,0,0,0,0,0,1044,1072,0,1011,"N","N","N"
